 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (85.82%))";"branches";"branches (M/sec                    (85.77%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.56%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.31%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (85.47%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10468667.0;0.0132;795313771.0;541.103;128.0;0.087;16713.0;0.011;3545671587.0;2.412;4228241163.0;1.19;154.0;0.105;915666301.0;0.2582;1723010440.0;0.48590000000000005;1469.8017;1.107;1.327196618
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;11337356.0;0.0143;791242480.0;550.602;160.0;0.111;16640.0;0.012;3575050809.0;2.488;4291786457.0;1.2;157.0;0.109;909736434.0;0.2545;1699042048.0;0.4752;1437.050442;1.099;1.307244768
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;11010784.0;0.0138;797912764.0;489.404;183.0;0.112;16699.0;0.01;3652629010.0;2.24;4258536461.0;1.17;158.0;0.097;1010874772.0;0.2768;1819380740.0;0.49810000000000004;1630.376011;1.105;1.474835854
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9910654.0;0.0126;787340185.0;553.511;210.0;0.148;16614.0;0.012;3566777843.0;2.507;4263352942.0;1.2;158.0;0.111;926336918.0;0.2597;1716801023.0;0.4813;1422.447856;1.096;1.298044313
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9993963.0;0.0125;801854840.0;597.503;225.0;0.168;16547.0;0.012;3543098165.0;2.64;4323581949.0;1.22;157.0;0.117;901420760.0;0.2544;1688799370.0;0.47659999999999997;1342.008972;1.098;1.221936446
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10793802.0;0.013500000000000002;800184329.0;464.516;157.0;0.091;16727.0;0.01;3551639230.0;2.062;4208769607.0;1.19;153.0;0.089;916978785.0;0.2582;1712775355.0;0.48219999999999996;1722.620999;1.112;1.548967881
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9906934.0;0.0124;800897863.0;586.093;196.0;0.143;16572.0;0.012;3563817887.0;2.608;4323923083.0;1.21;156.0;0.114;930134243.0;0.261;1716665251.0;0.4817;1366.503081;1.095;1.247687821
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9720767.0;0.0123;793349510.0;529.324;160.0;0.107;16623.0;0.011;3555651710.0;2.372;4310537600.0;1.21;153.0;0.102;925040937.0;0.2602;1708784746.0;0.4806;1498.798113;1.102;1.360510738
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10629686.0;0.0134;793040002.0;507.119;160.0;0.102;16650.0;0.011;3574531695.0;2.286;4251731112.0;1.19;157.0;0.1;941036314.0;0.2633;1743295862.0;0.4877;1563.814581;1.103;1.417227356
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10180522.0;0.0128;792784192.0;543.681;174.0;0.119;16681.0;0.011;3523465481.0;2.416;4294282363.0;1.22;158.0;0.108;900863688.0;0.2557;1676065781.0;0.4757;1458.178743;1.11;1.31354043
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9650647.0;0.0121;800343091.0;626.487;187.0;0.146;16540.0;0.013;3530183260.0;2.763;4314014102.0;1.22;157.0;0.123;896450450.0;0.2539;1678759354.0;0.4755;1277.509161;1.091;1.170870237
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9451225.0;0.0118;797842302.0;611.994;211.0;0.162;16573.0;0.013;3574481200.0;2.742;4292028402.0;1.2;158.0;0.121;925620257.0;0.259;1725425678.0;0.4827;1303.675932;1.09;1.196249501
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10444103.0;0.0132;789999995.0;607.194;186.0;0.143;16566.0;0.013;3540402382.0;2.721;4284232763.0;1.21;156.0;0.12;913462538.0;0.258;1693502096.0;0.4783;1301.066609;1.093;1.190032542
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;11070218.0;0.0139;793798965.0;516.717;203.0;0.132;16582.0;0.011;3578182274.0;2.329;4264504330.0;1.19;156.0;0.102;943159726.0;0.2636;1723320515.0;0.4816;1536.233969;1.098;1.399218315
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9578474.0;0.0121;794841980.0;546.183;135.0;0.093;16721.0;0.011;3527346081.0;2.424;4300632128.0;1.22;153.0;0.105;924196582.0;0.262;1723769273.0;0.48869999999999997;1455.266672;1.111;1.309584318
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9365079.0;0.0118;796784612.0;578.833;188.0;0.137;16591.0;0.012;3565370511.0;2.59;4291084907.0;1.2;154.0;0.112;924918358.0;0.2594;1720180392.0;0.4825;1376.536981;1.097;1.255323757
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10827675.0;0.013600000000000001;796871406.0;575.318;241.0;0.174;16546.0;0.012;3603068929.0;2.601;4312955869.0;1.2;154.0;0.111;938299379.0;0.26039999999999996;1745829547.0;0.48450000000000004;1385.098209;1.095;1.26457257
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;11113262.0;0.0138;804197560.0;548.485;181.0;0.123;16644.0;0.011;3593369127.0;2.451;4269427613.0;1.19;157.0;0.107;946826400.0;0.2635;1749750516.0;0.4869;1466.216981;1.101;1.331535694
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10302627.0;0.013000000000000001;793731947.0;583.823;181.0;0.133;16592.0;0.012;3561763002.0;2.62;4290565159.0;1.2;158.0;0.116;927795688.0;0.2605;1700700066.0;0.4775;1359.542067;1.096;1.240402167
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9492088.0;0.012;788053597.0;603.563;171.0;0.131;16591.0;0.013;3547044506.0;2.717;4261536384.0;1.2;157.0;0.12;917448023.0;0.2587;1695917339.0;0.4781;1305.669644;1.09;1.197603424
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9521700.0;0.0121;790135900.0;561.846;216.0;0.154;16660.0;0.012;3513971814.0;2.499;4234075033.0;1.2;157.0;0.112;888582903.0;0.2529;1675883299.0;0.4769;1406.320415;1.1;1.278234242
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10052205.0;0.0127;794214856.0;555.691;126.0;0.088;16716.0;0.012;3527102577.0;2.468;4318367276.0;1.22;157.0;0.11;916144528.0;0.2597;1687762463.0;0.47850000000000004;1429.237198;1.111;1.286719263
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;11083354.0;0.013999999999999999;788960225.0;539.489;148.0;0.101;16621.0;0.011;3598645171.0;2.461;4264750974.0;1.19;154.0;0.105;951895133.0;0.2645;1743698693.0;0.48450000000000004;1462.421335;1.102;1.327076195
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10449554.0;0.013300000000000001;784416760.0;559.304;164.0;0.117;16659.0;0.012;3555531665.0;2.535;4270106244.0;1.2;153.0;0.109;932585061.0;0.2623;1701582422.0;0.47859999999999997;1402.487475;1.099;1.276337071
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9786907.0;0.0125;781391007.0;507.082;133.0;0.086;16716.0;0.011;3527076505.0;2.289;4228472391.0;1.2;158.0;0.103;911422967.0;0.2584;1698902303.0;0.4817;1540.955062;1.107;1.391489051
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9713491.0;0.0124;784365817.0;525.652;136.0;0.091;16726.0;0.011;3559799433.0;2.386;4205199380.0;1.18;155.0;0.104;921357680.0;0.2588;1700620024.0;0.4777;1492.17571;1.108;1.346961228
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10296803.0;0.013000000000000001;793215632.0;558.039;170.0;0.12;16672.0;0.012;3554525815.0;2.501;4287862197.0;1.21;154.0;0.108;925865663.0;0.2605;1724112101.0;0.485;1421.434723;1.104;1.287263793
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10197473.0;0.0128;798735860.0;558.322;237.0;0.166;16566.0;0.012;3562604875.0;2.49;4289756596.0;1.2;154.0;0.108;916085513.0;0.2571;1708365491.0;0.47950000000000004;1430.600736;1.094;1.307396584
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;10476385.0;0.013000000000000001;804583537.0;617.971;209.0;0.161;16558.0;0.013;3570948759.0;2.743;4312361049.0;1.21;156.0;0.12;915423050.0;0.2564;1702759572.0;0.4768;1301.976299;1.095;1.189175654
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9297391.0;0.011699999999999999;792979895.0;586.183;211.0;0.156;16562.0;0.012;3567589550.0;2.637;4281876235.0;1.2;157.0;0.116;934694603.0;0.262;1722135441.0;0.4827;1352.785751;1.092;1.238649794
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";4;2;256;10;4000000;9942636.0;0.0124;803367899.0;511.636;208.0;0.132;16604.0;0.011;3593802014.0;2.289;4306498993.0;1.2;153.0;0.097;959710877.0;0.267;1751786134.0;0.4874;1570.195457;1.106;1.419524683
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9669055.0;0.011200000000000002;860641290.0;456.877;242.0;0.128;16705.0;0.009;3919171960.0;2.081;4683360698.0;1.19;158.0;0.084;928857881.0;0.237;1962452359.0;0.5007;1883.747716;1.099;1.714646978
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10503792.0;0.0123;855282592.0;586.821;206.0;0.141;16623.0;0.011;3937954235.0;2.702;4657607146.0;1.18;154.0;0.106;911774572.0;0.23149999999999998;1964797757.0;0.4989;1457.483925;1.088;1.339586206
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9731725.0;0.011399999999999999;854543650.0;565.735;257.0;0.17;16594.0;0.011;3911485395.0;2.59;4636364928.0;1.19;157.0;0.104;903553718.0;0.231;1945556469.0;0.4974;1510.502876;1.087;1.390212034
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9819739.0;0.0115;855887006.0;515.015;188.0;0.113;16645.0;0.01;3902332149.0;2.348;4655484015.0;1.19;157.0;0.094;905089756.0;0.23190000000000002;1943049146.0;0.4979;1661.868802;1.094;1.51894011
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9774918.0;0.011399999999999999;854869585.0;567.495;188.0;0.125;16572.0;0.011;4009473264.0;2.662;4652624955.0;1.16;158.0;0.105;979979797.0;0.2444;2034797348.0;0.5075;1506.390082;1.086;1.387055794
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10584393.0;0.012199999999999999;869641829.0;555.472;179.0;0.114;16632.0;0.011;4002948188.0;2.557;4685994361.0;1.17;157.0;0.1;965495338.0;0.2412;2015282332.0;0.5034000000000001;1565.591318;1.096;1.427971449
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10168745.0;0.011899999999999999;851186878.0;578.876;254.0;0.173;16588.0;0.011;3984492765.0;2.71;4628915311.0;1.16;153.0;0.104;948756658.0;0.23809999999999998;2003726698.0;0.5029;1470.412251;1.083;1.357816374
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9461692.0;0.011000000000000001;861782617.0;605.943;232.0;0.163;16539.0;0.012;3951493867.0;2.778;4683733465.0;1.19;154.0;0.108;933238031.0;0.23620000000000002;1975611336.0;0.5;1422.218437;1.084;1.311493676
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9123904.0;0.010700000000000001;854968726.0;559.1;187.0;0.122;16592.0;0.011;3898808879.0;2.55;4671067494.0;1.2;156.0;0.102;916266115.0;0.235;1936561972.0;0.49670000000000003;1529.188681;1.088;1.405205503
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9741288.0;0.0113;860136472.0;565.505;177.0;0.116;16666.0;0.011;3899136723.0;2.564;4681667791.0;1.2;157.0;0.103;905864747.0;0.2323;1940139198.0;0.4976;1521.00618;1.093;1.392018396
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10162671.0;0.0118;860401327.0;560.192;194.0;0.126;16605.0;0.011;3956692993.0;2.576;4648638691.0;1.17;153.0;0.1;920341941.0;0.23260000000000003;1974380198.0;0.499;1535.90466;1.089;1.410503964
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9279331.0;0.0109;854620946.0;561.623;215.0;0.141;16561.0;0.011;3915916967.0;2.573;4664445140.0;1.19;157.0;0.103;908154683.0;0.23190000000000002;1951157858.0;0.49829999999999997;1521.698099;1.088;1.399247404
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9668582.0;0.011200000000000002;865128057.0;591.804;201.0;0.137;16560.0;0.011;3929994649.0;2.688;4709043217.0;1.2;159.0;0.109;903289971.0;0.2298;1949912130.0;0.4962;1461.848829;1.089;1.342268334
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10549684.0;0.012199999999999999;865934501.0;561.431;172.0;0.112;16624.0;0.011;3973230707.0;2.576;4695505410.0;1.18;153.0;0.099;930663802.0;0.23420000000000002;1975784943.0;0.49729999999999996;1542.369533;1.095;1.40804577
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10720873.0;0.0126;853860997.0;463.687;133.0;0.072;16745.0;0.009;3918413491.0;2.128;4671869035.0;1.19;155.0;0.084;963773202.0;0.24600000000000002;2019523588.0;0.5154;1841.46109;1.102;1.671310196
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10000702.0;0.0118;850503956.0;532.173;201.0;0.126;16595.0;0.01;3938930476.0;2.465;4633730235.0;1.18;157.0;0.098;922522963.0;0.23420000000000002;1951864547.0;0.4955;1598.171311;1.089;1.466926787
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10297196.0;0.011899999999999999;868525967.0;576.821;209.0;0.139;16552.0;0.011;3936679873.0;2.614;4724299112.0;1.2;157.0;0.104;914135472.0;0.2322;1960439270.0;0.498;1505.712371;1.092;1.378271895
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9713457.0;0.0115;848005937.0;485.411;170.0;0.097;16733.0;0.01;3882474153.0;2.222;4612732395.0;1.19;158.0;0.09;909938809.0;0.23440000000000003;1944946363.0;0.501;1746.986437;1.097;1.591854773
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9588491.0;0.0111;865494526.0;570.858;189.0;0.125;16617.0;0.011;3937430173.0;2.597;4729616862.0;1.2;156.0;0.103;922058680.0;0.23420000000000002;1951669869.0;0.49570000000000003;1516.130576;1.093;1.387323879
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10681319.0;0.0126;846415758.0;500.482;124.0;0.073;16700.0;0.01;4006270411.0;2.369;4603606989.0;1.15;158.0;0.093;968856729.0;0.2418;2025722315.0;0.5056;1691.200128;1.095;1.544213855
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10354261.0;0.012199999999999999;849069251.0;561.511;178.0;0.118;16637.0;0.011;3945008910.0;2.609;4636923119.0;1.18;158.0;0.104;921639880.0;0.2336;1956078408.0;0.49579999999999996;1512.116263;1.089;1.389076472
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10299450.0;0.011899999999999999;866219412.0;587.657;174.0;0.118;16630.0;0.011;3979838018.0;2.7;4700006363.0;1.18;158.0;0.107;941884211.0;0.23670000000000002;1986535865.0;0.4991;1474.020879;1.094;1.347306918
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9978024.0;0.011699999999999999;852687041.0;499.053;164.0;0.096;16724.0;0.01;3967141323.0;2.322;4640631653.0;1.17;158.0;0.092;959671966.0;0.2419;2028487438.0;0.5113;1708.61018;1.098;1.556481678
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10487487.0;0.012199999999999999;862109005.0;539.308;215.0;0.134;16554.0;0.01;4042713799.0;2.529;4683064059.0;1.16;155.0;0.097;996775966.0;0.2466;2051338586.0;0.5074000000000001;1598.547608;1.084;1.475333363
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10401281.0;0.012199999999999999;849155805.0;539.614;148.0;0.094;16670.0;0.011;3970190003.0;2.523;4621732370.0;1.16;155.0;0.098;943566781.0;0.2377;1984963688.0;0.5;1573.635354;1.092;1.441155826
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9706330.0;0.0113;858924051.0;524.871;160.0;0.098;16662.0;0.01;3943763377.0;2.41;4680580298.0;1.19;157.0;0.096;951491553.0;0.2413;1973864325.0;0.5005;1636.447068;1.097;1.491887222
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10144359.0;0.0118;856289628.0;565.119;203.0;0.134;16604.0;0.011;3960731801.0;2.614;4655133744.0;1.18;152.0;0.1;952096492.0;0.2404;2002507369.0;0.5056;1515.23777;1.087;1.39384666
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10514239.0;0.0124;849264463.0;535.712;208.0;0.131;16650.0;0.011;3941458084.0;2.486;4629414501.0;1.17;157.0;0.099;927147886.0;0.2352;1984264955.0;0.5034000000000001;1585.30094;1.09;1.454469234
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10340284.0;0.012;859427175.0;512.639;218.0;0.13;16624.0;0.01;4009000384.0;2.391;4669015582.0;1.16;154.0;0.092;977658980.0;0.2439;2041910986.0;0.5093;1676.477423;1.095;1.530691827
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9778570.0;0.011399999999999999;859591258.0;544.488;111.0;0.07;16698.0;0.011;3973180144.0;2.517;4621060978.0;1.16;157.0;0.099;928934713.0;0.23379999999999998;1981580411.0;0.4987;1578.714271;1.1;1.435516625
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10316203.0;0.012;863121057.0;580.97;233.0;0.157;16549.0;0.011;3988714329.0;2.685;4700245072.0;1.18;156.0;0.105;950982510.0;0.2384;2001810602.0;0.5019;1485.65616;1.083;1.371856584
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9987337.0;0.011699999999999999;854676079.0;577.688;216.0;0.146;16571.0;0.011;3930170941.0;2.656;4663845815.0;1.19;156.0;0.105;929043408.0;0.2364;1978530130.0;0.5034000000000001;1479.477184;1.084;1.364970331
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9350057.0;0.011000000000000001;846308750.0;537.534;159.0;0.101;16632.0;0.011;3882094794.0;2.466;4640668390.0;1.2;157.0;0.1;918046692.0;0.2365;1950319461.0;0.5024000000000001;1574.427124;1.093;1.440936247
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9709361.0;0.011200000000000002;864950518.0;576.639;183.0;0.122;16637.0;0.011;3916862117.0;2.611;4671682833.0;1.19;154.0;0.103;905510762.0;0.23120000000000002;1935649901.0;0.49420000000000003;1499.986213;1.094;1.371639808
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10394276.0;0.0121;858605160.0;522.396;171.0;0.104;16645.0;0.01;3967045585.0;2.414;4657948221.0;1.17;152.0;0.092;941455543.0;0.2373;1983200687.0;0.4999;1643.589519;1.094;1.502934592
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10217732.0;0.011899999999999999;856692933.0;561.248;173.0;0.113;16625.0;0.011;3926259931.0;2.572;4663902820.0;1.19;157.0;0.103;922085446.0;0.2349;1966197464.0;0.5008;1526.406788;1.091;1.39959727
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9495497.0;0.011000000000000001;862735264.0;565.524;130.0;0.085;16758.0;0.011;3895732363.0;2.554;4613630466.0;1.18;157.0;0.103;885798703.0;0.2274;1962933530.0;0.5039;1525.550087;1.1;1.386419313
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10192291.0;0.012;851643846.0;535.768;155.0;0.098;16663.0;0.01;3956996485.0;2.489;4591938737.0;1.16;154.0;0.097;898824556.0;0.2271;1964292392.0;0.4964;1589.576384;1.095;1.451238374
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10971885.0;0.0128;857882238.0;516.973;129.0;0.078;16732.0;0.01;3974333517.0;2.395;4596011176.0;1.16;158.0;0.095;915826549.0;0.2304;2044126354.0;0.5143;1659.432958;1.097;1.512442646
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9935398.0;0.0116;857054481.0;583.346;225.0;0.153;16573.0;0.011;3926007103.0;2.672;4661201744.0;1.19;157.0;0.107;904625009.0;0.2304;1954731142.0;0.4979;1469.205592;1.086;1.353155434
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10326465.0;0.0121;855591583.0;560.876;185.0;0.121;16617.0;0.011;3942976161.0;2.585;4638506953.0;1.18;153.0;0.1;937704613.0;0.2378;1984939108.0;0.5034000000000001;1525.456347;1.089;1.400558963
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10663600.0;0.0125;854702733.0;567.973;196.0;0.13;16570.0;0.011;3957481268.0;2.63;4669232183.0;1.18;157.0;0.104;944612558.0;0.23870000000000002;1984358459.0;0.5014;1504.828855;1.087;1.384686504
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10474953.0;0.012199999999999999;860851525.0;495.383;134.0;0.077;16738.0;0.01;3957859083.0;2.278;4621111078.0;1.17;157.0;0.09;912352386.0;0.2305;1958023077.0;0.4947;1737.749192;1.1;1.579788258
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10355487.0;0.012;860160940.0;561.051;177.0;0.115;16626.0;0.011;3938768152.0;2.569;4671312233.0;1.19;157.0;0.102;942907595.0;0.2394;1974115590.0;0.5012;1533.124698;1.088;1.409297016
