 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (85.82%))";"branches";"branches (M/sec                    (85.77%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.56%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.31%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (85.47%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10726653.0;0.0139;769602491.0;581.709;168.0;0.127;16275.0;0.012;3474975825.0;2.627;4157237114.0;1.2;143.0;0.108;963336654.0;0.2772;1674269719.0;0.4818;1323.003242;1.101;1.202155177
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9967180.0;0.013000000000000001;768866754.0;584.063;195.0;0.148;16309.0;0.012;3344644291.0;2.541;4158577881.0;1.24;143.0;0.109;878476094.0;0.2627;1572308315.0;0.47009999999999996;1316.411134;1.101;1.195354152
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10386749.0;0.0137;755829815.0;556.974;181.0;0.133;16308.0;0.012;3396419411.0;2.503;4101589220.0;1.21;145.0;0.107;932789927.0;0.2746;1620030791.0;0.47700000000000004;1357.027892;1.094;1.24072551
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10355367.0;0.013500000000000002;768512167.0;609.027;173.0;0.137;16287.0;0.013;3411136425.0;2.703;4160573881.0;1.22;139.0;0.11;923906762.0;0.2709;1625973919.0;0.4767;1261.868533;1.097;1.149875979
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10207559.0;0.013300000000000001;767805227.0;582.378;157.0;0.119;16357.0;0.012;3409684231.0;2.586;4111411289.0;1.21;137.0;0.104;930925913.0;0.273;1642335752.0;0.4817;1318.396281;1.106;1.191788114
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10060476.0;0.0131;767647765.0;607.01;236.0;0.187;16273.0;0.013;3402300702.0;2.69;4145190517.0;1.22;141.0;0.111;922821005.0;0.2712;1625681454.0;0.4778;1264.63712;1.098;1.152220581
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;11127635.0;0.0146;763966047.0;500.78;177.0;0.116;16396.0;0.011;3431750490.0;2.25;4105482578.0;1.2;138.0;0.09;924000184.0;0.2693;1636428973.0;0.4768;1525.552872;1.108;1.37746163
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9901968.0;0.0129;765705511.0;587.584;205.0;0.157;16255.0;0.012;3410465735.0;2.617;4136407185.0;1.21;143.0;0.11;940039748.0;0.2756;1641401507.0;0.4813;1303.142956;1.091;1.194300802
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10568574.0;0.0139;760690677.0;604.698;243.0;0.193;16259.0;0.013;3405990174.0;2.708;4112332528.0;1.21;139.0;0.11;916994626.0;0.2692;1620243548.0;0.4757;1257.967605;1.094;1.150117136
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9655026.0;0.0125;769479373.0;589.035;228.0;0.175;16253.0;0.012;3414114986.0;2.614;4151219715.0;1.22;139.0;0.106;926888286.0;0.27149999999999996;1625591042.0;0.47609999999999997;1306.338151;1.094;1.19398499
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10827307.0;0.014199999999999999;763119882.0;586.116;228.0;0.175;16253.0;0.012;3392185077.0;2.605;4120674305.0;1.21;144.0;0.111;901769053.0;0.2658;1606566156.0;0.4736;1301.993891;1.091;1.193566724
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9740150.0;0.0127;767727860.0;575.108;198.0;0.148;16288.0;0.012;3394972354.0;2.543;4130534525.0;1.22;143.0;0.107;909102905.0;0.26780000000000004;1604979970.0;0.4728;1334.928473;1.099;1.214401427
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10944708.0;0.0144;760097902.0;545.263;214.0;0.154;16281.0;0.012;3390434781.0;2.432;4094398977.0;1.21;143.0;0.103;907573461.0;0.2677;1594048273.0;0.4702;1394.002726;1.096;1.27192947
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10234912.0;0.013500000000000002;758153666.0;532.588;177.0;0.124;16407.0;0.012;3348486948.0;2.352;4070125989.0;1.22;140.0;0.098;889198417.0;0.2656;1613474731.0;0.4819;1423.527634;1.107;1.286122858
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10278279.0;0.013500000000000002;762693531.0;582.783;179.0;0.137;16285.0;0.012;3400998934.0;2.599;4134035783.0;1.22;142.0;0.109;920157048.0;0.2706;1623207670.0;0.47729999999999995;1308.708763;1.095;1.195672027
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9487216.0;0.0124;763091163.0;587.038;172.0;0.132;16285.0;0.013;3396871790.0;2.613;4121533370.0;1.21;137.0;0.105;908884234.0;0.2676;1610207384.0;0.474;1299.900012;1.1;1.181422525
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9485433.0;0.0124;764975354.0;612.708;176.0;0.141;16285.0;0.013;3396263301.0;2.72;4134892090.0;1.22;139.0;0.111;911424915.0;0.26839999999999997;1619370765.0;0.4768;1248.514535;1.097;1.138337179
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10373389.0;0.0138;753835275.0;583.441;202.0;0.156;16321.0;0.013;3403189083.0;2.634;4092613351.0;1.2;141.0;0.109;901499998.0;0.26489999999999997;1610974327.0;0.47340000000000004;1292.051674;1.099;1.176057945
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10560203.0;0.0139;761841515.0;595.515;221.0;0.173;16260.0;0.013;3399477307.0;2.657;4120551514.0;1.21;141.0;0.11;902296275.0;0.26539999999999997;1607128852.0;0.4728;1279.297801;1.09;1.173907961
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10388821.0;0.013600000000000001;764187945.0;574.667;160.0;0.12;16374.0;0.012;3355966692.0;2.524;4123380169.0;1.23;142.0;0.107;909811956.0;0.2711;1622493881.0;0.48350000000000004;1329.793208;1.107;1.201153957
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;11236582.0;0.0147;764515394.0;580.105;241.0;0.183;16293.0;0.012;3400487342.0;2.58;4110009764.0;1.21;139.0;0.105;917442960.0;0.2698;1622238707.0;0.4771;1317.89208;1.095;1.203349222
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9560933.0;0.0124;768742601.0;560.028;217.0;0.158;16318.0;0.012;3393292215.0;2.472;4097865158.0;1.21;144.0;0.105;880164974.0;0.2594;1577350187.0;0.4648;1372.686973;1.099;1.249487148
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9952264.0;0.0131;757267844.0;527.526;200.0;0.139;16363.0;0.011;3360564494.0;2.341;4104094090.0;1.22;141.0;0.098;890179712.0;0.26489999999999997;1588813055.0;0.4728;1435.506961;1.102;1.302955578
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;10401386.0;0.0137;759890825.0;525.026;142.0;0.098;16439.0;0.011;3393679630.0;2.345;4096992116.0;1.21;142.0;0.098;905448622.0;0.2668;1610316014.0;0.47450000000000003;1447.34032;1.114;1.299147288
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;2;64;10;4000000;9681765.0;0.0128;759182458.0;532.195;242.0;0.17;16307.0;0.011;3355221298.0;2.352;4132016091.0;1.23;144.0;0.101;881359952.0;0.2627;1562418887.0;0.4657;1426.513093;1.1;1.297124105
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10676304.0;0.0137;781575444.0;579.264;172.0;0.127;16351.0;0.012;3534557650.0;2.62;4203641647.0;1.19;142.0;0.105;915968058.0;0.2591;1695331600.0;0.4796;1349.255144;1.1;1.226731693
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9572629.0;0.0123;780705665.0;588.263;206.0;0.155;16266.0;0.012;3514460721.0;2.648;4216726777.0;1.2;142.0;0.107;938546857.0;0.2671;1700006401.0;0.48369999999999996;1327.136497;1.095;1.211716453
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;11000093.0;0.013999999999999999;783120840.0;589.768;238.0;0.179;16257.0;0.012;3527213720.0;2.656;4242180781.0;1.2;139.0;0.105;932531611.0;0.2644;1698735086.0;0.4816;1327.846654;1.099;1.208220568
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10724839.0;0.013600000000000001;788853845.0;610.244;204.0;0.158;16249.0;0.013;3526886038.0;2.728;4254886927.0;1.21;143.0;0.111;924593657.0;0.2622;1693014011.0;0.48;1292.68515;1.087;1.189072392
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9361814.0;0.012199999999999999;767997494.0;610.291;182.0;0.145;16266.0;0.013;3444010350.0;2.737;4151386786.0;1.21;143.0;0.114;888850277.0;0.2581;1654474102.0;0.4804;1258.411561;1.094;1.150073092
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10377728.0;0.013300000000000001;779196826.0;604.707;157.0;0.122;16293.0;0.013;3506395171.0;2.721;4242077984.0;1.21;139.0;0.108;914697693.0;0.2609;1684205062.0;0.4803;1288.551834;1.098;1.173569483
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9538282.0;0.012199999999999999;781583121.0;582.967;214.0;0.16;16257.0;0.012;3501199467.0;2.611;4240959527.0;1.21;142.0;0.106;910209840.0;0.26;1681451395.0;0.4803;1340.698719;1.092;1.227982295
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10618141.0;0.013500000000000002;785173138.0;584.677;200.0;0.149;16318.0;0.012;3504117801.0;2.609;4153052424.0;1.19;140.0;0.104;916673818.0;0.2616;1680155056.0;0.47950000000000004;1342.916721;1.101;1.219255202
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9671524.0;0.0123;784006403.0;579.202;160.0;0.118;16377.0;0.012;3470628845.0;2.564;4201339369.0;1.21;142.0;0.105;874271288.0;0.2519;1654975247.0;0.4769;1353.597772;1.105;1.224669113
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9539749.0;0.0124;770952087.0;595.832;209.0;0.162;16301.0;0.013;3450778603.0;2.667;4191857493.0;1.21;141.0;0.109;895088241.0;0.2594;1652195928.0;0.4788;1293.909035;1.093;1.18341223
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10089023.0;0.0129;779542386.0;509.857;155.0;0.101;16398.0;0.011;3473093673.0;2.272;4240911400.0;1.22;142.0;0.093;898808540.0;0.2588;1663360863.0;0.4789;1528.944622;1.112;1.375545058
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9373972.0;0.0121;776978505.0;565.278;179.0;0.13;16298.0;0.012;3458245138.0;2.516;4172223260.0;1.21;141.0;0.103;883122218.0;0.2554;1660859565.0;0.4803;1374.507044;1.097;1.252870723
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9406831.0;0.0121;776981881.0;612.5;166.0;0.131;16284.0;0.013;3457793402.0;2.726;4196871678.0;1.21;141.0;0.111;883563523.0;0.2555;1642418194.0;0.475;1268.54259;1.096;1.157377461
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;8422614.0;0.011000000000000001;763660913.0;485.294;130.0;0.083;16430.0;0.01;3416008090.0;2.171;4148468523.0;1.21;139.0;0.088;862619574.0;0.2525;1617970577.0;0.4736;1573.604888;1.111;1.41635819
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9021814.0;0.011699999999999999;769265497.0;520.068;206.0;0.139;16334.0;0.011;3443683359.0;2.328;4189165186.0;1.22;139.0;0.094;880736075.0;0.25579999999999997;1642168108.0;0.4769;1479.164495;1.097;1.347877093
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10338085.0;0.013300000000000001;778296127.0;585.934;207.0;0.156;16257.0;0.012;3537521116.0;2.663;4193508301.0;1.19;140.0;0.105;921859572.0;0.2606;1705194602.0;0.48200000000000004;1328.300396;1.089;1.220026627
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10978092.0;0.0138;793587163.0;596.847;165.0;0.124;16279.0;0.012;3543600469.0;2.665;4293814762.0;1.21;142.0;0.107;922389034.0;0.26030000000000003;1695201626.0;0.47840000000000005;1329.63229;1.098;1.210909667
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10878702.0;0.0141;768916269.0;558.032;133.0;0.097;16457.0;0.012;3486770879.0;2.53;4188410637.0;1.2;138.0;0.1;898465539.0;0.2577;1669342796.0;0.4788;1377.908096;1.111;1.240333366
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10927886.0;0.0137;797542848.0;575.487;181.0;0.131;16308.0;0.012;3586884178.0;2.588;4321831655.0;1.2;142.0;0.102;940870182.0;0.2623;1717165908.0;0.47869999999999996;1385.857065;1.096;1.264507376
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9502083.0;0.0121;784650440.0;597.944;185.0;0.141;16269.0;0.012;3564554291.0;2.716;4238248919.0;1.19;142.0;0.108;964807120.0;0.2707;1748884782.0;0.49060000000000004;1312.247356;1.095;1.198583016
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10351865.0;0.0132;782198086.0;588.517;169.0;0.127;16310.0;0.012;3570481663.0;2.686;4221799879.0;1.18;138.0;0.104;989102016.0;0.27699999999999997;1768066476.0;0.49520000000000003;1329.099937;1.094;1.215286947
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10645817.0;0.0138;771898257.0;538.021;173.0;0.121;16389.0;0.011;3478146391.0;2.424;4169530176.0;1.2;139.0;0.097;927195861.0;0.2666;1689319614.0;0.4857;1434.698888;1.099;1.305405187
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9813740.0;0.0127;770619397.0;543.693;157.0;0.111;16368.0;0.012;3514901839.0;2.48;4155314514.0;1.18;142.0;0.1;946623309.0;0.2693;1695221112.0;0.48229999999999995;1417.379919;1.101;1.287403141
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10169183.0;0.013000000000000001;784509668.0;578.129;149.0;0.11;16348.0;0.012;3511950463.0;2.588;4226102965.0;1.2;141.0;0.104;921229873.0;0.2623;1714126604.0;0.48810000000000003;1356.979927;1.105;1.228285376
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9499886.0;0.012199999999999999;781702742.0;518.795;175.0;0.116;16359.0;0.011;3477063492.0;2.308;4207668992.0;1.21;139.0;0.092;899490170.0;0.2587;1672318909.0;0.48100000000000004;1506.765849;1.108;1.359309998
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9400487.0;0.0121;779454457.0;599.928;243.0;0.187;16246.0;0.013;3454568809.0;2.659;4214985209.0;1.22;143.0;0.11;876405440.0;0.25370000000000004;1637236324.0;0.4739;1299.246354;1.093;1.188325479
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9663822.0;0.0124;779296198.0;596.468;182.0;0.139;16259.0;0.012;3481176613.0;2.664;4220240276.0;1.21;139.0;0.106;901156434.0;0.2589;1661765147.0;0.47740000000000005;1306.518128;1.094;1.194723608
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;11332826.0;0.014499999999999999;782563672.0;554.532;180.0;0.128;16341.0;0.012;3519591292.0;2.494;4213185538.0;1.2;142.0;0.101;917643844.0;0.2607;1687672717.0;0.47950000000000004;1411.215364;1.104;1.277825325
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;11368166.0;0.014499999999999999;782202469.0;533.233;172.0;0.117;16378.0;0.011;3538416215.0;2.412;4206346926.0;1.19;139.0;0.095;936809427.0;0.2648;1731103635.0;0.4892;1466.906537;1.105;1.327287698
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10755298.0;0.013600000000000001;792025313.0;551.842;156.0;0.109;16349.0;0.011;3582062002.0;2.496;4301607596.0;1.2;141.0;0.098;950636076.0;0.26539999999999997;1709439561.0;0.4772;1435.239203;1.097;1.307879228
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10302144.0;0.0131;785449323.0;587.243;282.0;0.211;16244.0;0.012;3488089472.0;2.608;4244691764.0;1.22;138.0;0.103;897091411.0;0.2572;1658922389.0;0.4756;1337.519403;1.093;1.224104067
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;11239761.0;0.0144;783139629.0;572.253;172.0;0.126;16321.0;0.012;3521897949.0;2.574;4224001157.0;1.2;141.0;0.103;924094567.0;0.26239999999999997;1685544118.0;0.47859999999999997;1368.52085;1.099;1.24542501
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10320976.0;0.0132;780780573.0;539.878;145.0;0.1;16454.0;0.011;3558531783.0;2.461;4156016261.0;1.17;138.0;0.095;921427701.0;0.2589;1709860047.0;0.4805;1446.215876;1.109;1.304587172
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9526719.0;0.0121;784725574.0;614.311;221.0;0.173;16286.0;0.013;3482231806.0;2.726;4230494517.0;1.21;142.0;0.111;887566850.0;0.25489999999999996;1664635298.0;0.478;1277.407972;1.098;1.163804563
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9431115.0;0.012;783947888.0;584.845;180.0;0.134;16248.0;0.012;3481137819.0;2.597;4243475102.0;1.22;141.0;0.105;906470379.0;0.26039999999999996;1664488883.0;0.4781;1340.437168;1.091;1.229170604
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9824780.0;0.0126;779393668.0;598.976;189.0;0.145;16267.0;0.013;3489580736.0;2.682;4232688492.0;1.21;142.0;0.109;916794413.0;0.2627;1687264384.0;0.48350000000000004;1301.210496;1.094;1.189423002
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10416275.0;0.0134;774815243.0;534.936;125.0;0.086;16419.0;0.011;3518568298.0;2.429;4185504350.0;1.19;137.0;0.095;928197361.0;0.2638;1700453099.0;0.4833;1448.425087;1.11;1.305260568
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9673521.0;0.0124;778640189.0;616.383;189.0;0.15;16258.0;0.013;3462644445.0;2.741;4201767148.0;1.21;141.0;0.112;892035722.0;0.2576;1653330389.0;0.4775;1263.240179;1.093;1.155411848
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9432025.0;0.012199999999999999;775032376.0;593.56;187.0;0.143;16310.0;0.012;3461733749.0;2.651;4184791875.0;1.21;142.0;0.109;896761462.0;0.259;1721606937.0;0.49729999999999996;1305.736431;1.096;1.191029782
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;8861244.0;0.0115;771466620.0;525.636;191.0;0.13;16366.0;0.011;3445304425.0;2.347;4205487565.0;1.22;143.0;0.097;885620814.0;0.2571;1642935011.0;0.4769;1467.683174;1.105;1.327853274
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10474527.0;0.0134;781905381.0;564.33;181.0;0.131;16320.0;0.012;3528784889.0;2.547;4238163683.0;1.2;143.0;0.103;935056392.0;0.265;1701418325.0;0.48219999999999996;1385.547311;1.098;1.261365265
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;10727570.0;0.0137;781679623.0;503.808;175.0;0.113;16396.0;0.011;3465288769.0;2.233;4211067277.0;1.22;143.0;0.092;891155669.0;0.2572;1646359400.0;0.47509999999999997;1551.543476;1.108;1.399825115
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9627839.0;0.0125;770425549.0;497.439;165.0;0.107;16407.0;0.011;3459594164.0;2.234;4118686086.0;1.19;141.0;0.091;889011052.0;0.257;1668273342.0;0.48219999999999996;1548.783649;1.111;1.394340386
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;2;256;10;4000000;9965169.0;0.0127;782692991.0;585.119;192.0;0.144;16250.0;0.012;3484378360.0;2.605;4228925561.0;1.21;142.0;0.106;894759966.0;0.2568;1652238383.0;0.4742;1337.664633;1.092;1.225150862
