 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (83.33%))";"branches";"branches (M/sec                    (83.35%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (83.35%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (66.70%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (83.35%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27679510.0;0.0040999999999999995;6821448489.0;720.178;5.0;0.001;0.0;0.0;28711264779.0;3.031;46406031087.0;1.62;209.0;0.022;2546633049.0;0.08869999999999999;12692360014.0;0.4421;9471.893184;1.001;9.462277236
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27674666.0;0.0040999999999999995;6819502481.0;698.295;4.0;0.0;0.0;0.0;28741032733.0;2.943;46406200448.0;1.61;207.0;0.021;2544792742.0;0.0885;12719259920.0;0.4425;9765.932468;1.001;9.755989871
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27636155.0;0.0040999999999999995;6820671680.0;730.928;5.0;0.001;0.0;0.0;28704712171.0;3.076;46405287645.0;1.62;209.0;0.022;2540794807.0;0.0885;12686875399.0;0.442;9331.525989;1.001;9.322051034
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27661089.0;0.0040999999999999995;6820764665.0;724.031;6.0;0.001;0.0;0.0;28684166551.0;3.045;46389029066.0;1.62;211.0;0.022;2537758049.0;0.0885;12664387850.0;0.4415;9420.546142;1.001;9.411388467
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27615539.0;0.004;6821798566.0;722.135;4.0;0.0;0.0;0.0;28689836689.0;3.037;46405048616.0;1.62;207.0;0.022;2540136721.0;0.0885;12676926173.0;0.44189999999999996;9446.7124;1.001;9.437096726
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27646852.0;0.0040999999999999995;6821217943.0;698.915;6.0;0.001;1.0;0.0;28701653229.0;2.941;46405666245.0;1.62;207.0;0.021;2544368148.0;0.0886;12679229061.0;0.44179999999999997;9759.718279;1.001;9.750087328
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27633162.0;0.0040999999999999995;6821705581.0;695.604;4.0;0.0;0.0;0.0;28707871968.0;2.927;46404835728.0;1.62;208.0;0.021;2549477596.0;0.0888;12693699680.0;0.4422;9806.886868;1.001;9.796907037
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27713912.0;0.0040999999999999995;6819274835.0;729.206;5.0;0.001;0.0;0.0;28791599013.0;3.079;46406551693.0;1.61;206.0;0.022;2540808825.0;0.0882;12772076621.0;0.4436;9351.641585;1.001;9.342148744
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27623519.0;0.004;6821344199.0;720.961;5.0;0.001;0.0;0.0;28722808807.0;3.036;46405918012.0;1.62;210.0;0.022;2545135356.0;0.0886;12704028972.0;0.44229999999999997;9461.46546;1.001;9.451851479
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27647780.0;0.0040999999999999995;6821429350.0;696.986;4.0;0.0;0.0;0.0;28716417394.0;2.934;46404752587.0;1.62;206.0;0.021;2546374413.0;0.08869999999999999;12694787583.0;0.4421;9787.036636;1.001;9.777188852
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27696541.0;0.0040999999999999995;6821176227.0;685.061;5.0;0.001;1.0;0.0;28709745937.0;2.883;46403898445.0;1.62;209.0;0.021;2544572476.0;0.0886;12688233156.0;0.44189999999999996;9957.033322;1.001;9.947200106
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27704517.0;0.0040999999999999995;6821527988.0;718.915;4.0;0.0;0.0;0.0;28727041110.0;3.028;46406548182.0;1.62;208.0;0.022;2541727143.0;0.0885;12708063415.0;0.4424;9488.641882;1.001;9.478995691
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27690515.0;0.0040999999999999995;6821832231.0;729.008;6.0;0.001;0.0;0.0;28697939841.0;3.067;46403659260.0;1.62;205.0;0.022;2543706360.0;0.0886;12688630172.0;0.4421;9357.697472;1.001;9.348229785
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27695732.0;0.0040999999999999995;6821128129.0;718.658;4.0;0.0;0.0;0.0;28697254363.0;3.023;46393156140.0;1.62;207.0;0.022;2541812813.0;0.0886;12676223681.0;0.44170000000000004;9491.47494;1.001;9.481910401
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27655684.0;0.0040999999999999995;6820814234.0;714.847;4.0;0.0;3.0;0.0;28786075622.0;3.017;46404182545.0;1.61;208.0;0.022;2544020321.0;0.08839999999999999;12765836274.0;0.4435;9541.644781;1.001;9.532334049
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27703184.0;0.0040999999999999995;6821224554.0;713.927;5.0;0.001;0.0;0.0;28982777215.0;3.033;46407040219.0;1.6;210.0;0.022;2599205763.0;0.0897;13012904588.0;0.449;9554.510197;1.001;9.544807198
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27630971.0;0.0040999999999999995;6821418898.0;730.546;5.0;0.001;0.0;0.0;28705585792.0;3.074;46404462183.0;1.62;209.0;0.022;2550074192.0;0.0888;12687633604.0;0.442;9337.419436;1.001;9.327947344
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27790539.0;0.0040999999999999995;6820943009.0;700.019;4.0;0.0;0.0;0.0;29287304644.0;3.006;46395545414.0;1.58;211.0;0.022;2558498009.0;0.0874;14011524001.0;0.47840000000000005;9743.945184;1.001;9.734125308
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27749060.0;0.0040999999999999995;6821549513.0;714.759;6.0;0.001;0.0;0.0;28726201781.0;3.01;46406897035.0;1.62;209.0;0.022;2543044431.0;0.0885;12704872786.0;0.44229999999999997;9543.839404;1.001;9.534144735
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27799892.0;0.0040999999999999995;6821203130.0;729.523;53.0;0.006;3.0;0.0;28803560939.0;3.081;46407387919.0;1.61;210.0;0.022;2549694624.0;0.0885;12780429164.0;0.4437;9350.227935;1.001;9.341155859
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27721829.0;0.0040999999999999995;6821544006.0;724.485;4.0;0.0;0.0;0.0;28727270635.0;3.051;46407702475.0;1.62;209.0;0.022;2550212396.0;0.0888;12704084682.0;0.4422;9415.709885;1.001;9.406147802
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27704008.0;0.0040999999999999995;6821415882.0;714.865;5.0;0.001;0.0;0.0;28724763829.0;3.01;46406105878.0;1.62;205.0;0.021;2539024217.0;0.08839999999999999;12704743642.0;0.44229999999999997;9542.24827;1.001;9.532547655
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27607625.0;0.004;6821502919.0;719.686;7.0;0.001;0.0;0.0;28689800343.0;3.027;46405675012.0;1.62;204.0;0.022;2540754224.0;0.0886;12672052720.0;0.44170000000000004;9478.44306;1.001;9.468852959
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27716287.0;0.0040999999999999995;6820535934.0;722.834;6.0;0.001;0.0;0.0;28719891324.0;3.044;46402586800.0;1.62;205.0;0.022;2544515724.0;0.0886;12698161366.0;0.4421;9435.831632;1.001;9.426695687
"./build/Benchmark/adevs_phold classic -n 4 -s 8 -i 1024 -r 10 -t 4000000";"adevs_phold";4;8;1024;10;4000000;27671763.0;0.0040999999999999995;6821610327.0;694.037;4.0;0.0;0.0;0.0;28790315745.0;2.929;46403701072.0;1.61;207.0;0.021;2545192137.0;0.08839999999999999;12775732186.0;0.44380000000000003;9828.888188;1.001;9.818889584
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27362116.0;0.0051;5407385544.0;835.943;3.0;0.0;0.0;0.0;19851662779.0;3.069;37929838738.0;1.91;205.0;0.032;2536861578.0;0.1278;6680319130.0;0.33649999999999997;6468.60594;1.001;6.46210786
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27329256.0;0.0051;5409402047.0;818.577;4.0;0.001;0.0;0.0;20015826274.0;3.029;37916987620.0;1.89;208.0;0.031;2607226408.0;0.1303;6833442607.0;0.3414;6608.298073;1.001;6.601768302
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27423468.0;0.0051;5409472469.0;781.161;4.0;0.001;0.0;0.0;19850730117.0;2.867;37924247347.0;1.91;206.0;0.03;2538040182.0;0.12789999999999999;6682932638.0;0.3367;6924.916309;1.001;6.918050724
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27326539.0;0.0051;5409458073.0;803.597;3.0;0.0;0.0;0.0;19860926882.0;2.95;37925843390.0;1.91;208.0;0.031;2534890399.0;0.1276;6683355326.0;0.33649999999999997;6731.551914;1.001;6.72525245
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27308082.0;0.005;5409286302.0;792.479;37.0;0.005;2.0;0.0;19865213694.0;2.91;37909471197.0;1.91;208.0;0.03;2540084260.0;0.12789999999999999;6690924744.0;0.3368;6825.775963;1.001;6.819535751
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27362035.0;0.0051;5410100696.0;813.084;21.0;0.003;1.0;0.0;19863195908.0;2.985;37930925823.0;1.91;210.0;0.032;2543609448.0;0.1281;6695100688.0;0.3371;6653.799605;1.001;6.647335983
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27433593.0;0.0051;5409530759.0;819.563;23.0;0.003;3.0;0.0;19876185142.0;3.011;37928190520.0;1.91;209.0;0.032;2546216614.0;0.1281;6710596196.0;0.33759999999999996;6600.505472;1.001;6.594188517
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27338459.0;0.0051;5409966903.0;819.636;3.0;0.0;0.0;0.0;19851229866.0;3.008;37929576601.0;1.91;203.0;0.031;2542630463.0;0.1281;6689057003.0;0.337;6600.448593;1.001;6.59380631
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27358225.0;0.0051;5409723309.0;804.748;3.0;0.0;1.0;0.0;20002376624.0;2.976;37927870043.0;1.9;205.0;0.03;2614599216.0;0.1307;6796417225.0;0.3398;6722.261256;1.001;6.715527111
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27337922.0;0.0051;5408791943.0;820.403;3.0;0.0;0.0;0.0;19857743783.0;3.012;37927517564.0;1.91;206.0;0.031;2535250497.0;0.1277;6684943470.0;0.33659999999999995;6592.848567;1.001;6.586240013
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27343723.0;0.0051;5410146251.0;820.306;3.0;0.0;0.0;0.0;19859848200.0;3.011;37928916980.0;1.91;202.0;0.031;2538662829.0;0.1278;6685085698.0;0.33659999999999995;6595.279576;1.001;6.588642543
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27379465.0;0.0051;5409291856.0;789.018;4.0;0.001;0.0;0.0;19874307390.0;2.899;37927458712.0;1.91;204.0;0.03;2544378178.0;0.128;6692529889.0;0.3367;6855.723873;1.001;6.84925603
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27401906.0;0.0051;5409922488.0;765.076;4.0;0.001;1.0;0.0;19856818844.0;2.808;37928037010.0;1.91;209.0;0.03;2533298509.0;0.1276;6679966933.0;0.33640000000000003;7071.088265;1.001;7.064167994
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27355469.0;0.0051;5410206544.0;819.01;3.0;0.0;0.0;0.0;19860670578.0;3.007;37928777455.0;1.91;209.0;0.032;2536678389.0;0.1277;6684907043.0;0.33659999999999995;6605.790212;1.001;6.599141301
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27361173.0;0.0051;5410127088.0;821.718;3.0;0.0;0.0;0.0;19880408527.0;3.02;37928798000.0;1.91;208.0;0.032;2545309333.0;0.128;6708425175.0;0.33740000000000003;6583.920746;1.001;6.577294564
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27443138.0;0.0051;5409857911.0;799.619;4.0;0.001;0.0;0.0;19862595700.0;2.936;37928237145.0;1.91;204.0;0.03;2540177194.0;0.12789999999999999;6685283997.0;0.33659999999999995;6765.540921;1.001;6.758779906
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27343987.0;0.0051;5410198203.0;820.867;4.0;0.001;0.0;0.0;19854992763.0;3.013;37917439904.0;1.91;204.0;0.031;2536004073.0;0.1277;6681520506.0;0.33649999999999997;6590.830168;1.001;6.584211542
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27369743.0;0.0051;5407619679.0;817.755;3.0;0.0;0.0;0.0;19864146472.0;3.004;37929270404.0;1.91;205.0;0.031;2540722882.0;0.12789999999999999;6695399287.0;0.3371;6612.76273;1.001;6.606117028
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27360561.0;0.0051;5409830208.0;813.029;3.0;0.0;0.0;0.0;19852565822.0;2.984;37928865134.0;1.91;204.0;0.031;2532748628.0;0.1276;6682856917.0;0.33659999999999995;6653.917084;1.001;6.647262256
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27404449.0;0.0051;5409970099.0;813.579;4.0;0.001;0.0;0.0;19862965347.0;2.987;37928377641.0;1.91;206.0;0.031;2539225219.0;0.1278;6689458702.0;0.3368;6649.597397;1.001;6.642914603
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27273474.0;0.005;5409752294.0;822.485;4.0;0.001;0.0;0.0;19856630374.0;3.019;37928353183.0;1.91;207.0;0.031;2536769172.0;0.1278;6683746527.0;0.33659999999999995;6577.330357;1.001;6.570741147
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27413634.0;0.0051;5409236737.0;838.819;4.0;0.001;0.0;0.0;19850984152.0;3.078;37929559541.0;1.91;204.0;0.032;2532834189.0;0.1276;6677925929.0;0.33640000000000003;6448.631967;1.001;6.442157301
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27404643.0;0.0051;5409800729.0;817.393;4.0;0.001;0.0;0.0;19844176973.0;2.998;37928858840.0;1.91;202.0;0.031;2536082068.0;0.1278;6680611304.0;0.3367;6618.363546;1.001;6.61171354
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27359102.0;0.0051;5410008093.0;837.571;4.0;0.001;0.0;0.0;19876357587.0;3.077;37928925214.0;1.91;205.0;0.032;2548912002.0;0.1282;6697103321.0;0.3369;6459.161808;1.001;6.452676614
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27384653.0;0.0051;5409970550.0;816.311;22.0;0.003;0.0;0.0;19858525247.0;2.996;37916432196.0;1.91;203.0;0.031;2539123691.0;0.12789999999999999;6683737909.0;0.33659999999999995;6627.342697;1.001;6.620876042
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27390297.0;0.0051;5410125464.0;784.816;4.0;0.001;0.0;0.0;19856615227.0;2.88;37930014731.0;1.91;207.0;0.03;2537454729.0;0.1278;6681571454.0;0.33649999999999997;6893.49631;1.001;6.886554224
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27382875.0;0.0051;5410017053.0;832.134;4.0;0.001;0.0;0.0;19867489194.0;3.056;37913748332.0;1.91;204.0;0.031;2540806642.0;0.12789999999999999;6692210934.0;0.3368;6501.378496;1.001;6.494862478
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27335708.0;0.0051;5409736624.0;833.849;4.0;0.001;0.0;0.0;19940160823.0;3.074;37929377823.0;1.9;204.0;0.031;2538647653.0;0.1273;6743822714.0;0.3382;6487.666127;1.001;6.481157266
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27380846.0;0.0051;5409757900.0;838.29;4.0;0.001;0.0;0.0;19870138591.0;3.079;37930687341.0;1.91;209.0;0.032;2536958391.0;0.1277;6695248055.0;0.337;6453.323769;1.001;6.446852451
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27332871.0;0.0051;5409189841.0;818.347;5.0;0.001;1.0;0.0;19858033335.0;3.004;37920018644.0;1.91;208.0;0.031;2537017084.0;0.1278;6682769756.0;0.33649999999999997;6609.89739;1.001;6.603342796
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27352941.0;0.0051;5409908237.0;781.702;4.0;0.001;0.0;0.0;19872836299.0;2.872;37930803601.0;1.91;205.0;0.03;2544099941.0;0.128;6698318363.0;0.3371;6920.682161;1.001;6.913718857
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27334034.0;0.0051;5409600334.0;773.627;4.0;0.001;0.0;0.0;19935400488.0;2.851;37927704614.0;1.9;209.0;0.03;2535455500.0;0.1272;6740921689.0;0.3381;6992.51303;1.001;6.985476486
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27404248.0;0.0051;5409717872.0;826.593;3.0;0.0;0.0;0.0;19860777375.0;3.035;37931639096.0;1.91;206.0;0.031;2537893250.0;0.1278;6685934070.0;0.33659999999999995;6544.600052;1.001;6.538013548
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27332787.0;0.0051;5410046332.0;813.421;4.0;0.001;0.0;0.0;19851511954.0;2.985;37929493012.0;1.91;204.0;0.031;2533032029.0;0.1276;6679843073.0;0.33649999999999997;6650.976931;1.001;6.64428341
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27370545.0;0.0051;5410094488.0;771.114;4.0;0.001;0.0;0.0;19850217181.0;2.829;37928559778.0;1.91;207.0;0.03;2534861202.0;0.1277;6676234599.0;0.33630000000000004;7015.942828;1.001;7.008892626
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27379742.0;0.0051;5409672673.0;810.256;4.0;0.001;0.0;0.0;19861268150.0;2.975;37926199535.0;1.91;205.0;0.031;2538238568.0;0.1278;6686530384.0;0.3367;6676.501934;1.001;6.669888715
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27373204.0;0.0051;5409680489.0;803.445;6.0;0.001;1.0;0.0;19870035180.0;2.951;37927828913.0;1.91;208.0;0.031;2542298537.0;0.12789999999999999;6695546185.0;0.337;6733.103889;1.001;6.726561152
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27427775.0;0.0051;5410098965.0;819.675;3.0;0.0;0.0;0.0;19844681839.0;3.007;37929280067.0;1.91;207.0;0.031;2533467531.0;0.1277;6675995727.0;0.33640000000000003;6600.294825;1.001;6.593674109
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27406009.0;0.0051;5410072281.0;817.116;4.0;0.001;0.0;0.0;20007369256.0;3.022;37929417571.0;1.9;203.0;0.031;2601706501.0;0.13;6877080895.0;0.34369999999999995;6620.933357;1.001;6.614305802
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27351429.0;0.0051;5409638361.0;769.61;4.0;0.001;0.0;0.0;19856131538.0;2.825;37925578057.0;1.91;209.0;0.03;2533444498.0;0.1276;6682243826.0;0.33649999999999997;7029.060341;1.001;7.022080935
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27361127.0;0.0051;5409855515.0;804.735;4.0;0.001;0.0;0.0;19853819468.0;2.953;37930004054.0;1.91;209.0;0.031;2535559113.0;0.1277;6680386982.0;0.33649999999999997;6722.530219;1.001;6.715783825
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27349613.0;0.0051;5409203649.0;804.24;5.0;0.001;0.0;0.0;19862209552.0;2.953;37926609176.0;1.91;204.0;0.03;2541218317.0;0.12789999999999999;6691427539.0;0.3369;6725.854113;1.001;6.71934164
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27351981.0;0.0051;5410196659.0;818.532;4.0;0.001;0.0;0.0;19871424085.0;3.006;37913535920.0;1.91;205.0;0.031;2542956238.0;0.128;6694934126.0;0.3369;6609.630031;1.001;6.603019125
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27464660.0;0.0051;5409846066.0;777.373;3.0;0.0;0.0;0.0;19859560541.0;2.854;37931152355.0;1.91;209.0;0.03;2542281532.0;0.128;6686544691.0;0.3367;6959.141502;1.001;6.95213432
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27376386.0;0.0051;5410215611.0;770.346;5.0;0.001;0.0;0.0;19863873503.0;2.828;37921625078.0;1.91;209.0;0.03;2540726540.0;0.12789999999999999;6685228729.0;0.33659999999999995;7023.100469;1.001;7.016044206
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27402921.0;0.0051;5409804028.0;838.488;4.0;0.001;0.0;0.0;19868109703.0;3.079;37929978491.0;1.91;205.0;0.032;2545516307.0;0.1281;6692948263.0;0.3369;6451.859589;1.001;6.445388003
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27349199.0;0.0051;5409896679.0;812.771;3.0;0.0;0.0;0.0;19856805671.0;2.983;37929718829.0;1.91;209.0;0.031;2538686053.0;0.1278;6682795437.0;0.33649999999999997;6656.116542;1.001;6.649419752
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27410482.0;0.0051;5410228874.0;794.984;3.0;0.0;0.0;0.0;19861732424.0;2.919;37928371100.0;1.91;208.0;0.031;2540184655.0;0.12789999999999999;6687866676.0;0.3367;6805.455568;1.001;6.798681383
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27328583.0;0.0051;5410026208.0;807.859;3.0;0.0;1.0;0.0;19864513603.0;2.966;37929741853.0;1.91;205.0;0.031;2540985978.0;0.12789999999999999;6692472092.0;0.3369;6696.744088;1.001;6.690000349
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"adevs_phold";2;16;16;10;4000000;27297511.0;0.005;5410216194.0;797.245;4.0;0.001;0.0;0.0;19855604261.0;2.926;37930755731.0;1.91;203.0;0.03;2535398265.0;0.1277;6681223673.0;0.33649999999999997;6786.140283;1.001;6.779316251
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"adevs_phold";2;16;64;10;4000000;28781613.0;0.0053;5476883911.0;823.181;4.0;0.001;0.0;0.0;20369204029.0;3.062;38330729412.0;1.88;207.0;0.031;2560855400.0;0.1257;7030702552.0;0.3452;6653.315829;1.001;6.646622118
"./build/Benchmark/adevs_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"adevs_phold";2;16;64;10;4000000;28785680.0;0.0053;5476932776.0;812.272;3.0;0.0;0.0;0.0;20379932843.0;3.023;38330810757.0;1.88;203.0;0.03;2564889582.0;0.1259;7036299170.0;0.3453;6742.729043;1.001;6.735943565
