 "command";"executable";"width";"depth";"end time" ;"branch-misses";"branch-misses (of all branches          (86.41%))";"branches";"branches (M/sec                    (85.84%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (87.41%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.61%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (84.64%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16634807.0;0.015700000000000002;1056314209.0;760.754;9.0;0.006;8008.0;0.006;3751057079.0;2.701;4327137341.0;1.15;143.0;0.103;905154180.0;0.2413;1608884439.0;0.4289;1388.510372;1.054;1.317942916
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16969881.0;0.0161;1053376440.0;808.484;12.0;0.009;8003.0;0.006;3728330072.0;2.862;4317216270.0;1.16;144.0;0.111;885728592.0;0.2376;1585100563.0;0.4252;1302.902482;1.052;1.238131879
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19218951.0;0.0183;1051872735.0;795.648;9.0;0.007;8004.0;0.006;3786401062.0;2.864;4318690900.0;1.14;143.0;0.108;921684561.0;0.2434;1624164920.0;0.4289;1322.032588;1.051;1.257619242
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17097923.0;0.016200000000000003;1056904406.0;809.21;9.0;0.007;8004.0;0.006;3744729576.0;2.867;4339694042.0;1.16;140.0;0.107;887041121.0;0.2369;1599746312.0;0.42719999999999997;1306.094582;1.053;1.240194152
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18197913.0;0.0173;1051508863.0;805.979;9.0;0.007;8003.0;0.006;3737239321.0;2.865;4319169758.0;1.16;145.0;0.111;884279731.0;0.2366;1573538754.0;0.42100000000000004;1304.635425;1.052;1.240082692
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19910169.0;0.018799999999999997;1057345512.0;743.953;17.0;0.012;8013.0;0.006;3775013707.0;2.656;4353241645.0;1.15;140.0;0.099;904956382.0;0.2397;1599523682.0;0.42369999999999997;1421.253593;1.055;1.347582851
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17295650.0;0.0165;1051067143.0;808.277;15.0;0.012;8008.0;0.006;3731690108.0;2.87;4317261303.0;1.16;142.0;0.109;890582166.0;0.23870000000000002;1590230769.0;0.4261;1300.379325;1.051;1.236872116
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17829156.0;0.0169;1053840254.0;785.623;14.0;0.01;8006.0;0.006;3742297499.0;2.79;4331731880.0;1.16;144.0;0.107;883552129.0;0.2361;1587665210.0;0.4242;1341.407025;1.053;1.273825378
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18478880.0;0.0175;1058588629.0;741.273;6.0;0.004;8003.0;0.006;3863746741.0;2.706;4341532527.0;1.12;143.0;0.1;970817690.0;0.25129999999999997;1690964251.0;0.4376;1428.069314;1.051;1.35891524
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16983196.0;0.0161;1053710180.0;776.911;10.0;0.007;8006.0;0.006;3736090415.0;2.755;4325546519.0;1.16;145.0;0.107;890256995.0;0.23829999999999998;1593650504.0;0.4266;1356.280903;1.052;1.288700839
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19801265.0;0.018799999999999997;1054300816.0;794.657;10.0;0.008;8007.0;0.006;3762588247.0;2.836;4321764482.0;1.15;143.0;0.108;888795346.0;0.23620000000000002;1589172714.0;0.4224;1326.737402;1.052;1.260895975
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19904061.0;0.0189;1055554724.0;747.481;12.0;0.008;8003.0;0.006;3811349638.0;2.699;4336278158.0;1.14;142.0;0.101;914683778.0;0.24;1632956576.0;0.42840000000000006;1412.14989;1.051;1.343451348
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18953932.0;0.018000000000000002;1053543406.0;804.557;9.0;0.007;8003.0;0.006;3751087505.0;2.865;4321278462.0;1.15;142.0;0.108;891743816.0;0.2377;1583385892.0;0.42210000000000003;1309.47051;1.051;1.24567694
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19881587.0;0.018799999999999997;1058417512.0;795.641;8.0;0.006;8004.0;0.006;3809470107.0;2.864;4343712653.0;1.14;143.0;0.107;942136513.0;0.2473;1674484602.0;0.4396;1330.270619;1.052;1.264250892
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18424072.0;0.0174;1059028701.0;785.89;7.0;0.005;8002.0;0.006;3842487335.0;2.851;4351616779.0;1.13;143.0;0.106;951553929.0;0.24760000000000001;1671098738.0;0.4349;1347.55304;1.053;1.27930893
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17180857.0;0.0163;1056240852.0;801.536;9.0;0.007;8007.0;0.006;3718334650.0;2.822;4337391879.0;1.17;141.0;0.107;886900745.0;0.23850000000000002;1605629371.0;0.4318;1317.770185;1.053;1.250943894
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18115276.0;0.0171;1057379616.0;805.135;11.0;0.008;8009.0;0.006;3722485494.0;2.834;4339891935.0;1.17;139.0;0.106;874772849.0;0.235;1564844134.0;0.4204;1313.295173;1.054;1.246189597
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18985548.0;0.018000000000000002;1056881938.0;752.013;11.0;0.008;8006.0;0.006;3849343042.0;2.739;4335753078.0;1.13;142.0;0.101;960095042.0;0.2494;1666622780.0;0.433;1405.403431;1.051;1.336966439
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17633176.0;0.0167;1053180993.0;796.831;8.0;0.006;8005.0;0.006;3788257895.0;2.866;4322364721.0;1.14;141.0;0.107;922963905.0;0.24359999999999998;1635226094.0;0.43170000000000003;1321.711205;1.051;1.258124984
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17215504.0;0.0163;1056707813.0;772.268;7.0;0.005;8003.0;0.006;3712590841.0;2.713;4337230265.0;1.17;142.0;0.104;863023807.0;0.2325;1553921014.0;0.41859999999999997;1368.318354;1.052;1.300425876
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18914988.0;0.0179;1055751757.0;793.331;5.0;0.004;8002.0;0.006;3769058678.0;2.832;4336434248.0;1.15;140.0;0.105;908726883.0;0.24109999999999998;1626307634.0;0.4315;1330.784005;1.052;1.264858924
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18402479.0;0.0175;1054281100.0;785.391;10.0;0.007;8005.0;0.006;3750739458.0;2.794;4328868757.0;1.15;143.0;0.107;892965110.0;0.23809999999999998;1583341524.0;0.42210000000000003;1342.364083;1.053;1.275055562
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18467634.0;0.0175;1052453802.0;795.927;9.0;0.007;8003.0;0.006;3756367244.0;2.841;4324351260.0;1.15;143.0;0.108;897118535.0;0.23879999999999998;1588090691.0;0.4228;1322.299522;1.052;1.257097536
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19373109.0;0.0184;1053731675.0;757.668;12.0;0.009;8011.0;0.006;3751346125.0;2.697;4316541335.0;1.15;140.0;0.101;883367502.0;0.23550000000000001;1584756714.0;0.4225;1390.756556;1.051;1.323105919
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19394109.0;0.0184;1054974952.0;798.966;12.0;0.009;8005.0;0.006;3769735522.0;2.855;4330892384.0;1.15;140.0;0.106;903522215.0;0.2397;1607045542.0;0.4263;1320.42608;1.052;1.25519347
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18696435.0;0.0177;1054772323.0;763.544;15.0;0.011;8009.0;0.006;3779443785.0;2.736;4326738106.0;1.14;143.0;0.104;908001386.0;0.2402;1611128548.0;0.4263;1381.417212;1.053;1.311869211
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17628169.0;0.0167;1054882979.0;789.958;8.0;0.006;8008.0;0.006;3733451408.0;2.796;4335734372.0;1.16;140.0;0.105;883555599.0;0.23670000000000002;1582494416.0;0.4239;1335.365402;1.053;1.267679069
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19318467.0;0.0183;1054333700.0;751.802;9.0;0.006;8004.0;0.006;3769076018.0;2.688;4326331886.0;1.15;145.0;0.103;902830814.0;0.2395;1600572776.0;0.42469999999999997;1402.409186;1.052;1.332588089
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17327120.0;0.016399999999999998;1058577067.0;765.665;12.0;0.009;8002.0;0.006;3735993474.0;2.702;4348284956.0;1.16;140.0;0.101;878473860.0;0.2351;1574863423.0;0.4215;1382.559512;1.053;1.312765285
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16966640.0;0.0161;1051107343.0;767.998;19.0;0.014;8009.0;0.006;3696955162.0;2.701;4313344216.0;1.17;146.0;0.107;857073493.0;0.2318;1554496306.0;0.4205;1368.633444;1.05;1.30399831
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;19035530.0;0.0181;1054390334.0;797.55;7.0;0.005;8004.0;0.006;3779493682.0;2.859;4325727918.0;1.14;144.0;0.109;917911565.0;0.2429;1613884665.0;0.42700000000000005;1322.036444;1.051;1.257488332
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16420286.0;0.015600000000000001;1051510903.0;813.451;5.0;0.004;8003.0;0.006;3711928955.0;2.872;4313626246.0;1.16;141.0;0.109;876709397.0;0.23620000000000002;1577195154.0;0.4249;1292.654329;1.052;1.229066354
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16807213.0;0.016;1052509948.0;776.418;12.0;0.009;8009.0;0.006;3708897519.0;2.736;4326155798.0;1.17;144.0;0.106;867779348.0;0.23399999999999999;1565800883.0;0.42219999999999996;1355.597109;1.052;1.288554981
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;16889732.0;0.016;1055716652.0;748.059;17.0;0.012;8013.0;0.006;3735088046.0;2.647;4324684721.0;1.16;142.0;0.101;899045871.0;0.2407;1631297148.0;0.43670000000000003;1411.274033;1.054;1.339354479
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18671641.0;0.0177;1055065510.0;764.716;13.0;0.009;8003.0;0.006;3730175430.0;2.704;4330153925.0;1.16;143.0;0.104;866579201.0;0.2323;1561547624.0;0.41859999999999997;1379.682861;1.051;1.313251339
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17164484.0;0.0163;1056197508.0;790.8;9.0;0.007;8004.0;0.006;3734921462.0;2.796;4334019186.0;1.16;146.0;0.109;877717139.0;0.235;1575673454.0;0.4219;1335.606441;1.054;1.267600209
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;17225998.0;0.016399999999999998;1052457254.0;805.687;7.0;0.005;8002.0;0.006;3736143636.0;2.86;4313234229.0;1.15;139.0;0.106;892459808.0;0.2389;1589880188.0;0.4255;1306.286117;1.051;1.243418227
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 2 -t 4000000";"dxexmachina_devstone";3;2;4000000;18076479.0;0.0171;1055730202.0;804.361;6.0;0.005;8002.0;0.006;3738027888.0;2.848;4333190557.0;1.16;144.0;0.11;879612751.0;0.2353;1570961523.0;0.4203;1312.50782;1.052;1.247806646
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;20942627.0;0.015;1398409755.0;837.934;10.0;0.006;8005.0;0.005;4824124259.0;2.891;5699159980.0;1.18;144.0;0.086;1090008769.0;0.2259;2013695497.0;0.4174;1668.878703;1.041;1.603547044
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22216767.0;0.0159;1396973564.0;785.113;15.0;0.008;8002.0;0.004;4833301211.0;2.716;5693944202.0;1.18;148.0;0.083;1094422982.0;0.22640000000000002;2008583173.0;0.4156;1779.327171;1.042;1.70831199
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;24992618.0;0.0179;1396060367.0;768.457;15.0;0.008;8004.0;0.004;4881184780.0;2.687;5685740542.0;1.16;146.0;0.08;1113662180.0;0.22820000000000001;2029609735.0;0.4158;1816.706243;1.039;1.748065176
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22924282.0;0.0163;1403604780.0;813.129;20.0;0.012;8003.0;0.005;4905494879.0;2.842;5719509513.0;1.17;147.0;0.085;1142051176.0;0.2328;2063264115.0;0.42060000000000003;1726.177477;1.042;1.656204155
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22278143.0;0.0159;1399976637.0;776.073;17.0;0.009;8004.0;0.004;4875952571.0;2.703;5706902308.0;1.17;146.0;0.081;1129561229.0;0.23170000000000002;2043343391.0;0.4191;1803.922951;1.044;1.727875775
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;24590503.0;0.0176;1400514422.0;802.517;8.0;0.005;8003.0;0.005;4909919820.0;2.813;5706815891.0;1.16;144.0;0.083;1139533585.0;0.2321;2056128183.0;0.4188;1745.153409;1.04;1.677304035
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23222733.0;0.0166;1398935301.0;817.62;10.0;0.006;8004.0;0.005;4907716631.0;2.868;5700276882.0;1.16;147.0;0.086;1144477202.0;0.2332;2076304948.0;0.42310000000000003;1710.984923;1.037;1.649267475
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22454853.0;0.016;1403135456.0;778.24;5.0;0.003;8003.0;0.004;4905428763.0;2.721;5722002510.0;1.17;148.0;0.082;1154457702.0;0.2353;2110909042.0;0.4303;1802.959312;1.039;1.734906801
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23728197.0;0.0169;1401068790.0;819.69;8.0;0.005;8002.0;0.005;4900645177.0;2.867;5708681818.0;1.16;147.0;0.086;1130056918.0;0.2306;2058325499.0;0.42;1709.267515;1.039;1.645886871
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;25029941.0;0.0178;1404385350.0;781.542;13.0;0.007;8004.0;0.004;4885980363.0;2.719;5726385610.0;1.17;145.0;0.081;1112660027.0;0.22769999999999999;2012017109.0;0.4118;1796.941724;1.041;1.726879646
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22597285.0;0.0161;1401434643.0;771.442;15.0;0.008;8004.0;0.004;4935643120.0;2.717;5714200185.0;1.16;147.0;0.081;1151938597.0;0.2334;2096552537.0;0.42479999999999996;1816.643192;1.04;1.747133295
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22190764.0;0.0159;1398197984.0;824.084;11.0;0.006;8005.0;0.005;4874037732.0;2.873;5697887515.0;1.17;143.0;0.084;1136870470.0;0.23329999999999998;2059674934.0;0.4226;1696.668717;1.041;1.62929722
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23946152.0;0.0171;1398816536.0;810.249;7.0;0.004;8004.0;0.005;4881707903.0;2.828;5701955387.0;1.17;147.0;0.085;1120272396.0;0.22949999999999998;2031332243.0;0.41609999999999997;1726.404083;1.041;1.659044256
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23829846.0;0.017;1403403234.0;827.938;8.0;0.005;8004.0;0.005;4905585366.0;2.894;5716666052.0;1.17;148.0;0.087;1133394198.0;0.231;2058445668.0;0.41960000000000003;1695.058486;1.04;1.629874809
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;24174054.0;0.0172;1402840411.0;796.202;9.0;0.005;8004.0;0.005;4878413416.0;2.769;5718252365.0;1.17;145.0;0.082;1115175273.0;0.2286;2028643184.0;0.4158;1761.914172;1.04;1.693359835
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21241110.0;0.0152;1398937725.0;814.605;7.0;0.004;8002.0;0.005;4950766048.0;2.883;5703328063.0;1.15;146.0;0.085;1183309666.0;0.239;2153206295.0;0.4349;1717.319703;1.037;1.655935482
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;24331636.0;0.0174;1399007290.0;822.043;9.0;0.005;8004.0;0.005;4894803669.0;2.876;5703931537.0;1.17;147.0;0.086;1135322971.0;0.23190000000000002;2044017217.0;0.41759999999999997;1701.865658;1.04;1.636190053
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22329230.0;0.0159;1402495276.0;813.254;8.0;0.005;8003.0;0.005;4883291435.0;2.832;5717785859.0;1.17;146.0;0.085;1126535986.0;0.23070000000000002;2063155931.0;0.4225;1724.548093;1.041;1.656504187
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;24705296.0;0.0176;1402148608.0;795.474;7.0;0.004;8005.0;0.005;4946117421.0;2.806;5719167775.0;1.16;144.0;0.082;1153431201.0;0.2332;2087179804.0;0.42200000000000004;1762.657478;1.038;1.697396159
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21702740.0;0.015600000000000001;1394411209.0;805.874;7.0;0.004;8002.0;0.005;4848923806.0;2.802;5679030715.0;1.17;147.0;0.085;1118473736.0;0.23070000000000002;2040866018.0;0.42090000000000005;1730.309054;1.04;1.663633947
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23449049.0;0.0167;1403880731.0;795.766;10.0;0.006;8005.0;0.005;4906591822.0;2.781;5723954460.0;1.17;141.0;0.08;1137707616.0;0.23190000000000002;2064133388.0;0.4207;1764.18788;1.039;1.697450034
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22644689.0;0.0161;1403740561.0;780.654;9.0;0.005;8003.0;0.004;4900630742.0;2.725;5724317051.0;1.17;144.0;0.08;1142820437.0;0.2332;2075266776.0;0.4235;1798.160511;1.042;1.726047232
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;24439910.0;0.0174;1403599481.0;827.4;8.0;0.005;8005.0;0.005;4894277571.0;2.885;5718465447.0;1.17;147.0;0.087;1125046779.0;0.2299;2047971668.0;0.41840000000000005;1696.39703;1.042;1.628229738
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21889253.0;0.015600000000000001;1403336750.0;775.06;9.0;0.005;8002.0;0.004;4928980476.0;2.722;5721325206.0;1.16;146.0;0.081;1155306244.0;0.23440000000000003;2112145779.0;0.4285;1810.618016;1.039;1.742925416
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;25559766.0;0.0183;1399793099.0;821.243;11.0;0.006;8004.0;0.005;4905171925.0;2.878;5705990290.0;1.16;146.0;0.086;1129453898.0;0.2303;2049519660.0;0.4178;1704.481312;1.04;1.638677561
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23560517.0;0.0168;1400311355.0;771.87;6.0;0.003;8002.0;0.004;4938439449.0;2.722;5706869706.0;1.16;145.0;0.08;1152033789.0;0.23329999999999998;2088591836.0;0.4229;1814.179945;1.038;1.748046062
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23825622.0;0.017;1402983693.0;775.954;8.0;0.004;8006.0;0.004;4905487409.0;2.713;5720460507.0;1.17;148.0;0.082;1135128099.0;0.2314;2061183644.0;0.4202;1808.076702;1.041;1.736814325
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22635549.0;0.0161;1402849683.0;829.848;7.0;0.004;8002.0;0.005;4877639525.0;2.885;5719311198.0;1.17;144.0;0.085;1120766351.0;0.2298;2046137422.0;0.41950000000000004;1690.489241;1.041;1.624271417
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23544680.0;0.0168;1403494139.0;828.904;7.0;0.004;8005.0;0.005;4877609990.0;2.881;5726714028.0;1.17;143.0;0.084;1118802239.0;0.22940000000000002;2033124199.0;0.4168;1693.191932;1.04;1.627487915
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22103657.0;0.0158;1401522028.0;815.712;5.0;0.003;8002.0;0.005;4880450358.0;2.841;5712432166.0;1.17;148.0;0.086;1135775636.0;0.2327;2062346271.0;0.4226;1718.157959;1.04;1.652463846
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21970249.0;0.015700000000000002;1399165084.0;791.77;13.0;0.007;8004.0;0.005;4938478361.0;2.795;5700309682.0;1.15;147.0;0.083;1179587078.0;0.2389;2162335549.0;0.4379;1767.135388;1.039;1.700815371
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22810222.0;0.0163;1403052522.0;797.331;14.0;0.008;8003.0;0.005;4887379854.0;2.777;5717761183.0;1.17;148.0;0.084;1124395377.0;0.23010000000000003;2044944709.0;0.41840000000000005;1759.68662;1.04;1.692421842
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21638947.0;0.0155;1398654389.0;832.824;7.0;0.004;8003.0;0.005;4831756322.0;2.877;5697209104.0;1.18;146.0;0.087;1093140608.0;0.2262;2008294286.0;0.4156;1679.41133;1.042;1.611444352
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22322957.0;0.0159;1401694981.0;792.269;17.0;0.01;8004.0;0.005;4865776867.0;2.75;5716484502.0;1.17;145.0;0.082;1119072590.0;0.23;2040719006.0;0.4194;1769.216046;1.041;1.699777597
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22123927.0;0.0158;1404598242.0;825.57;9.0;0.005;8004.0;0.005;4895950582.0;2.878;5727704232.0;1.17;149.0;0.088;1136915633.0;0.2322;2061564843.0;0.4211;1701.368246;1.039;1.637492713
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;25227690.0;0.018000000000000002;1401191673.0;785.063;10.0;0.006;8003.0;0.004;4922808855.0;2.758;5710443876.0;1.16;147.0;0.082;1136415959.0;0.23079999999999998;2057998405.0;0.4181;1784.814488;1.039;1.718183896
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23667622.0;0.0169;1402032297.0;804.941;7.0;0.004;8003.0;0.005;4871195070.0;2.797;5713331047.0;1.17;143.0;0.082;1116110408.0;0.2291;2017554273.0;0.4142;1741.782113;1.04;1.675278078
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22588195.0;0.0161;1399609865.0;829.828;7.0;0.004;8004.0;0.005;4871343353.0;2.888;5704561680.0;1.17;146.0;0.087;1121293957.0;0.2302;2042101815.0;0.4192;1686.625838;1.04;1.621914951
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21402045.0;0.015300000000000001;1401860176.0;779.452;12.0;0.007;8004.0;0.004;4870559477.0;2.708;5715332086.0;1.17;145.0;0.081;1126118051.0;0.23120000000000002;2045142708.0;0.4199;1798.521322;1.041;1.727011544
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22835542.0;0.0163;1396977889.0;784.649;11.0;0.006;8002.0;0.004;4857120002.0;2.728;5696416642.0;1.17;146.0;0.082;1109151440.0;0.2284;2025697556.0;0.4171;1780.38506;1.041;1.711029768
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21089899.0;0.015;1401447744.0;785.68;11.0;0.006;8004.0;0.004;4841205379.0;2.714;5712402769.0;1.18;146.0;0.082;1104561250.0;0.22820000000000001;2030367696.0;0.4194;1783.737967;1.043;1.710182669
