 "command";"executable";"width";"depth";"end time" ;"branch-misses";"branch-misses (of all branches          (86.41%))";"branches";"branches (M/sec                    (85.84%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (87.41%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.61%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (84.64%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21650637.0;0.0154;1401824243.0;830.035;7.0;0.004;8005.0;0.005;4872956271.0;2.885;5718016124.0;1.17;142.0;0.084;1125291147.0;0.2309;2052030973.0;0.4211;1688.873596;1.041;1.621901441
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21474309.0;0.015300000000000001;1402262423.0;826.897;9.0;0.005;8004.0;0.005;4895514709.0;2.887;5707638564.0;1.17;146.0;0.086;1151547022.0;0.2352;2099817240.0;0.4289;1695.812907;1.041;1.62882899
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;20907158.0;0.0149;1399207551.0;832.565;6.0;0.004;8003.0;0.005;4873112200.0;2.9;5701532878.0;1.17;144.0;0.086;1135080378.0;0.2329;2065781081.0;0.4239;1680.599532;1.038;1.618996447
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23067323.0;0.0165;1398357667.0;812.647;8.0;0.005;8005.0;0.005;4889354716.0;2.841;5698213040.0;1.17;148.0;0.086;1126898455.0;0.2305;2047248756.0;0.41869999999999996;1720.745314;1.041;1.653608175
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22672470.0;0.016200000000000003;1400634424.0;783.481;16.0;0.009;8002.0;0.004;4864394031.0;2.721;5708651907.0;1.17;146.0;0.082;1109027057.0;0.228;2030402729.0;0.4174;1787.706247;1.039;1.720564718
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;22481312.0;0.0161;1397878462.0;786.82;10.0;0.006;8003.0;0.005;4818275677.0;2.712;5693530917.0;1.18;146.0;0.082;1081289333.0;0.22440000000000002;2003074627.0;0.4157;1776.618798;1.043;1.703975788
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23514056.0;0.0167;1405119079.0;779.904;8.0;0.004;8004.0;0.004;4895538634.0;2.717;5726115387.0;1.17;145.0;0.08;1128145622.0;0.2304;2049723856.0;0.41869999999999996;1801.655811;1.042;1.729070794
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;23955469.0;0.0172;1395771396.0;815.905;16.0;0.009;8002.0;0.005;4857380821.0;2.839;5685781514.0;1.17;145.0;0.085;1112729764.0;0.2291;2024974258.0;0.4169;1710.703213;1.041;1.644022348
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 2 -t 4000000";"dxexmachina_devstone";4;2;4000000;21920651.0;0.015600000000000001;1401857994.0;810.228;7.0;0.004;8004.0;0.005;4948835792.0;2.86;5707854777.0;1.15;146.0;0.084;1172010568.0;0.2368;2123766493.0;0.4291;1730.202131;1.038;1.667186082
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18170427.0;0.0172;1056287666.0;797.676;8.0;0.006;8009.0;0.006;3712478136.0;2.804;4329880354.0;1.17;146.0;0.11;878859347.0;0.23670000000000002;1563255253.0;0.4211;1324.206153;1.053;1.257344823
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17193852.0;0.0163;1053516689.0;820.643;12.0;0.009;8005.0;0.006;3679724040.0;2.866;4324699436.0;1.18;144.0;0.112;860270127.0;0.23379999999999998;1542920515.0;0.4193;1283.769108;1.053;1.219650497
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17345617.0;0.0165;1051723782.0;771.296;13.0;0.01;8007.0;0.006;3678703217.0;2.698;4303631778.0;1.17;143.0;0.105;857635292.0;0.23309999999999997;1543229080.0;0.41950000000000004;1363.580797;1.053;1.295322235
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17929582.0;0.0171;1049023559.0;807.979;7.0;0.005;8003.0;0.006;3717864419.0;2.864;4299356763.0;1.16;144.0;0.111;891307881.0;0.2397;1579245208.0;0.42479999999999996;1298.330836;1.051;1.235672798
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19119774.0;0.0181;1054978374.0;773.233;8.0;0.006;8004.0;0.006;3742142481.0;2.743;4328302281.0;1.16;143.0;0.105;893699658.0;0.23879999999999998;1574089298.0;0.42060000000000003;1364.372391;1.052;1.297239665
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19457328.0;0.018500000000000003;1053602565.0;795.346;8.0;0.006;8009.0;0.006;3725158249.0;2.812;4319563494.0;1.16;143.0;0.108;878068266.0;0.2357;1561035370.0;0.4191;1324.710177;1.053;1.258247397
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18875457.0;0.0179;1055372904.0;750.625;12.0;0.009;8010.0;0.006;3750828197.0;2.668;4330523066.0;1.15;145.0;0.103;904998841.0;0.2413;1584865190.0;0.4225;1405.992001;1.053;1.33526887
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17419284.0;0.0165;1055189573.0;758.926;17.0;0.012;8003.0;0.006;3746997183.0;2.695;4329031160.0;1.16;141.0;0.101;900885942.0;0.2404;1612292746.0;0.4303;1390.373025;1.053;1.320344738
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19635125.0;0.0187;1049710674.0;731.159;17.0;0.012;8004.0;0.006;3745328806.0;2.609;4302109382.0;1.15;145.0;0.101;901534470.0;0.2407;1577806533.0;0.4213;1435.681063;1.051;1.365550534
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17933373.0;0.0171;1051076798.0;814.658;8.0;0.006;8003.0;0.006;3694771360.0;2.864;4310425209.0;1.17;143.0;0.111;874964527.0;0.2368;1557367643.0;0.4215;1290.205848;1.052;1.225906651
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19668983.0;0.0187;1050945530.0;808.885;5.0;0.004;8002.0;0.006;3725959249.0;2.868;4306964948.0;1.16;141.0;0.109;887132086.0;0.23809999999999998;1564729525.0;0.42;1299.252139;1.05;1.236991974
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19238841.0;0.0183;1052653214.0;781.45;7.0;0.005;8003.0;0.006;3717420110.0;2.76;4301312754.0;1.16;142.0;0.105;874941684.0;0.2354;1555660011.0;0.41850000000000004;1347.051446;1.052;1.280836896
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18278842.0;0.0174;1051325377.0;801.954;6.0;0.005;8002.0;0.006;3727474521.0;2.843;4310888753.0;1.16;140.0;0.107;886907393.0;0.2379;1580991185.0;0.4241;1310.955103;1.051;1.247495446
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17741315.0;0.0169;1049048040.0;767.366;5.0;0.004;8005.0;0.006;3670431570.0;2.685;4301512727.0;1.17;142.0;0.104;854087143.0;0.2327;1530393865.0;0.41700000000000004;1367.077176;1.052;1.299388327
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19446371.0;0.018500000000000003;1051351659.0;790.596;7.0;0.005;8003.0;0.006;3755932068.0;2.824;4309218780.0;1.15;143.0;0.108;906744615.0;0.2414;1599944114.0;0.426;1329.822179;1.052;1.264475702
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18613535.0;0.0177;1050893949.0;782.419;16.0;0.012;8012.0;0.006;3730670776.0;2.778;4304586584.0;1.15;143.0;0.106;898908138.0;0.24100000000000002;1578242386.0;0.423;1343.133755;1.052;1.276137305
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19539390.0;0.018600000000000002;1051991074.0;790.754;12.0;0.009;8005.0;0.006;3740622578.0;2.812;4307062818.0;1.15;143.0;0.107;885730985.0;0.2368;1572225845.0;0.4203;1330.365225;1.053;1.263710539
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18355145.0;0.0174;1051903039.0;765.907;8.0;0.006;8003.0;0.006;3696238810.0;2.691;4314479435.0;1.17;142.0;0.103;866870935.0;0.2345;1543108551.0;0.4175;1373.408881;1.053;1.304111711
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18174099.0;0.0173;1052924192.0;764.325;18.0;0.013;8009.0;0.006;3721037833.0;2.701;4318968060.0;1.16;140.0;0.102;885399749.0;0.2379;1575943463.0;0.4235;1377.587007;1.053;1.308497909
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19798311.0;0.018799999999999997;1051529220.0;804.419;4.0;0.003;8002.0;0.006;3743351351.0;2.864;4311244800.0;1.15;144.0;0.11;893288017.0;0.2386;1570459382.0;0.41950000000000004;1307.191684;1.052;1.242148662
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18000405.0;0.0171;1049849341.0;798.663;11.0;0.008;8010.0;0.006;3682614936.0;2.802;4295325907.0;1.17;144.0;0.11;871915196.0;0.2368;1561001095.0;0.4239;1314.50839;1.051;1.251183098
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18265349.0;0.0174;1050612186.0;814.127;8.0;0.006;8005.0;0.006;3701966484.0;2.869;4309397280.0;1.16;144.0;0.112;870097950.0;0.235;1548924968.0;0.41840000000000005;1290.477683;1.051;1.227647767
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17366254.0;0.0165;1050932545.0;815.298;17.0;0.013;8008.0;0.006;3690479747.0;2.863;4316957543.0;1.17;144.0;0.112;866143066.0;0.2347;1547823518.0;0.4194;1289.016805;1.053;1.22426292
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18245113.0;0.0174;1051466813.0;813.697;16.0;0.012;8005.0;0.006;3712024859.0;2.873;4304379437.0;1.16;143.0;0.111;880705453.0;0.2373;1569099731.0;0.4227;1292.210055;1.051;1.228953917
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19534815.0;0.0187;1047128181.0;807.97;17.0;0.013;8006.0;0.006;3709116421.0;2.862;4296207034.0;1.16;142.0;0.11;870990214.0;0.2348;1551689808.0;0.4183;1295.999603;1.05;1.233817018
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17080352.0;0.016200000000000003;1051122156.0;765.829;7.0;0.005;8004.0;0.006;3694960305.0;2.692;4310370997.0;1.17;144.0;0.105;870725342.0;0.2357;1554161010.0;0.42060000000000003;1372.528874;1.052;1.305145249
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18899346.0;0.018000000000000002;1048238027.0;807.953;8.0;0.006;8004.0;0.006;3723433900.0;2.87;4298177403.0;1.15;142.0;0.109;879607997.0;0.23620000000000002;1566198625.0;0.42060000000000003;1297.399606;1.05;1.235283177
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17749801.0;0.0169;1047890769.0;806.265;9.0;0.007;8005.0;0.006;3727943952.0;2.868;4298273324.0;1.15;144.0;0.111;893420931.0;0.2397;1581621029.0;0.4243;1299.685327;1.05;1.237661931
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18449704.0;0.0175;1054753188.0;813.56;7.0;0.005;8003.0;0.006;3713959871.0;2.865;4330563307.0;1.17;144.0;0.111;879438613.0;0.2368;1559888047.0;0.42;1296.466495;1.053;1.230971207
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17993876.0;0.0172;1048908600.0;763.083;10.0;0.007;8005.0;0.006;3700873990.0;2.692;4296607224.0;1.16;145.0;0.105;877162559.0;0.237;1559894498.0;0.4215;1374.567123;1.051;1.308092519
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18355035.0;0.0174;1053184747.0;811.779;8.0;0.006;8004.0;0.006;3723446143.0;2.87;4319147600.0;1.16;144.0;0.111;883437985.0;0.2373;1572411183.0;0.42229999999999995;1297.378953;1.053;1.23234144
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19702730.0;0.0187;1055171659.0;758.381;18.0;0.013;8002.0;0.006;3756150951.0;2.7;4320523096.0;1.15;145.0;0.104;896753207.0;0.23870000000000002;1596065902.0;0.4249;1391.348537;1.052;1.322181051
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18236153.0;0.0173;1055530660.0;811.112;7.0;0.005;8004.0;0.006;3737321088.0;2.872;4326829258.0;1.16;142.0;0.109;887944935.0;0.2376;1591658755.0;0.42590000000000006;1301.337304;1.053;1.236012899
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17344756.0;0.0165;1053316986.0;765.736;18.0;0.013;8007.0;0.006;3699613009.0;2.69;4329382903.0;1.17;144.0;0.105;869421471.0;0.235;1560861426.0;0.4219;1375.561059;1.053;1.305943606
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;16550082.0;0.015700000000000002;1050857855.0;767.476;10.0;0.007;8002.0;0.006;3686224733.0;2.692;4308301857.0;1.17;142.0;0.104;865066811.0;0.2347;1545112105.0;0.4192;1369.238556;1.052;1.301872872
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18013130.0;0.0171;1051504769.0;766.976;17.0;0.012;8008.0;0.006;3695180513.0;2.695;4311356124.0;1.17;144.0;0.105;862979277.0;0.2335;1544974892.0;0.4181;1370.975481;1.052;1.303658814
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17915713.0;0.0171;1048371222.0;806.487;16.0;0.012;8011.0;0.006;3695024438.0;2.842;4288772849.0;1.16;145.0;0.112;871943188.0;0.23600000000000002;1556751512.0;0.4213;1299.922919;1.051;1.237201232
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18003504.0;0.0171;1052178946.0;804.08;10.0;0.008;8005.0;0.006;3698202210.0;2.826;4315238281.0;1.17;142.0;0.109;868569029.0;0.2349;1552452006.0;0.41979999999999995;1308.550877;1.052;1.243716035
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17551435.0;0.0166;1056376307.0;772.992;10.0;0.007;8004.0;0.006;3692357510.0;2.702;4332485858.0;1.17;145.0;0.106;857942062.0;0.2324;1537947351.0;0.4165;1366.606349;1.052;1.298734495
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18466253.0;0.0176;1051458905.0;782.815;11.0;0.008;8007.0;0.006;3729295669.0;2.776;4313507620.0;1.16;139.0;0.103;888475934.0;0.2382;1575794379.0;0.4225;1343.176752;1.053;1.275250756
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17862683.0;0.017;1051312619.0;760.323;17.0;0.012;8008.0;0.006;3723957700.0;2.693;4308654072.0;1.16;139.0;0.101;886513743.0;0.23809999999999998;1580467489.0;0.4244;1382.717617;1.052;1.313867764
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17102012.0;0.0163;1050274982.0;799.824;7.0;0.005;8005.0;0.006;3673275707.0;2.797;4307341537.0;1.17;144.0;0.11;849578449.0;0.23129999999999998;1533246193.0;0.4174;1313.132554;1.051;1.249010091
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17211967.0;0.016399999999999998;1050618366.0;780.278;10.0;0.007;8006.0;0.006;3678284635.0;2.732;4310258258.0;1.17;143.0;0.106;857883518.0;0.2332;1541440497.0;0.4191;1346.467014;1.053;1.278788245
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17056744.0;0.016200000000000003;1051982147.0;813.04;21.0;0.016;8007.0;0.006;3695562628.0;2.856;4305527485.0;1.17;139.0;0.107;871774509.0;0.2359;1553816488.0;0.4205;1293.887636;1.051;1.231110083
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18373348.0;0.0175;1051733901.0;810.949;14.0;0.011;8010.0;0.006;3705325890.0;2.857;4312565988.0;1.16;139.0;0.107;874363365.0;0.23600000000000002;1548226841.0;0.4178;1296.917656;1.054;1.23103228
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17113600.0;0.0163;1052420005.0;794.823;13.0;0.01;8002.0;0.006;3686436506.0;2.784;4320604634.0;1.17;140.0;0.106;864241513.0;0.23440000000000003;1546777628.0;0.41960000000000003;1324.093851;1.052;1.258675858
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18522168.0;0.0176;1053822532.0;761.404;7.0;0.005;8004.0;0.006;3715138236.0;2.684;4321021364.0;1.16;143.0;0.103;876139169.0;0.23579999999999998;1559581808.0;0.41979999999999995;1384.052501;1.053;1.314137951
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;17498271.0;0.0167;1049144401.0;743.298;16.0;0.011;8008.0;0.006;3698587136.0;2.62;4291897606.0;1.16;144.0;0.102;887594714.0;0.24;1592063400.0;0.4305;1411.472198;1.054;1.339582557
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;18209817.0;0.0174;1045260215.0;782.286;10.0;0.007;8010.0;0.006;3688803890.0;2.761;4294821296.0;1.16;146.0;0.109;871750220.0;0.23629999999999998;1548559789.0;0.41979999999999995;1336.161419;1.051;1.271075122
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 3 -t 4000000";"dxexmachina_devstone";2;3;4000000;19495615.0;0.018500000000000003;1054710153.0;764.097;7.0;0.005;8002.0;0.006;3750370318.0;2.717;4325472490.0;1.15;142.0;0.103;899025749.0;0.2397;1582240353.0;0.4219;1380.335132;1.054;1.310208232
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18786048.0;0.0126;1492996073.0;840.877;7.0;0.004;8002.0;0.005;5134898336.0;2.892;5938464931.0;1.16;145.0;0.082;1165564712.0;0.22699999999999998;2213924771.0;0.43119999999999997;1775.523558;1.04;1.707209495
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;15232018.0;0.0102;1488153124.0;835.642;11.0;0.006;8003.0;0.004;5025720144.0;2.822;5916407712.0;1.18;148.0;0.083;1108451292.0;0.2206;2161190334.0;0.43;1780.850009;1.039;1.714273586
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17880497.0;0.012;1487484170.0;849.24;8.0;0.005;8003.0;0.005;5065695179.0;2.892;5913504367.0;1.17;146.0;0.083;1121175269.0;0.2213;2160187746.0;0.4264;1751.546661;1.039;1.686592473
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18920126.0;0.0127;1489504531.0;843.317;8.0;0.005;8003.0;0.005;5077952781.0;2.875;5926155282.0;1.17;147.0;0.083;1123901373.0;0.2213;2168886841.0;0.42710000000000004;1766.24417;1.039;1.6999748
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;15870394.0;0.0106;1492757231.0;798.644;7.0;0.004;8006.0;0.004;5076104782.0;2.716;5936105237.0;1.17;147.0;0.079;1132933840.0;0.2232;2194986003.0;0.4324;1869.113916;1.039;1.798250929
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;19035720.0;0.0128;1491763007.0;849.377;10.0;0.006;8002.0;0.005;5111898137.0;2.911;5934484911.0;1.16;147.0;0.084;1143710681.0;0.2237;2204212060.0;0.43119999999999997;1756.302525;1.037;1.693290591
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16034873.0;0.0108;1488030062.0;819.428;8.0;0.004;8002.0;0.004;5008706408.0;2.758;5915416009.0;1.18;147.0;0.081;1083011057.0;0.2162;2125439852.0;0.4243;1815.936999;1.037;1.750349727
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;21254042.0;0.0143;1488807285.0;792.692;9.0;0.005;8002.0;0.004;5117472724.0;2.725;5922229716.0;1.16;145.0;0.077;1121025566.0;0.2191;2162322384.0;0.4225;1878.167298;1.037;1.811581149
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17383794.0;0.011699999999999999;1486986687.0;830.029;4.0;0.002;8003.0;0.004;5081942039.0;2.837;5899136447.0;1.16;147.0;0.082;1130230827.0;0.2224;2171204273.0;0.42719999999999997;1791.487103;1.037;1.728113563
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16234273.0;0.0109;1486812544.0;833.092;7.0;0.004;8003.0;0.004;5093726178.0;2.854;5910862233.0;1.16;144.0;0.081;1140295958.0;0.22390000000000002;2219131051.0;0.4357;1784.692914;1.038;1.720046683
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18394949.0;0.0124;1487648666.0;809.48;12.0;0.007;8003.0;0.004;5055221369.0;2.751;5914978172.0;1.17;147.0;0.08;1108690142.0;0.2193;2140647257.0;0.4235;1837.783565;1.039;1.768606927
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17727544.0;0.011899999999999999;1488590837.0;842.926;8.0;0.005;8003.0;0.005;5093318342.0;2.884;5917377571.0;1.16;144.0;0.082;1140653894.0;0.22399999999999998;2182873186.0;0.4286;1765.980516;1.038;1.701886227
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17789788.0;0.012;1487891285.0;821.624;8.0;0.004;8004.0;0.004;5061563877.0;2.795;5913455423.0;1.17;144.0;0.08;1110886655.0;0.2195;2176753428.0;0.4301;1810.914864;1.038;1.745328086
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16644085.0;0.011200000000000002;1490615929.0;852.273;9.0;0.005;8003.0;0.005;5057851691.0;2.892;5928871582.0;1.17;143.0;0.082;1115429736.0;0.2205;2165613213.0;0.4282;1748.988812;1.04;1.68204354
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;19473753.0;0.0131;1484992280.0;776.447;14.0;0.007;8005.0;0.004;5076836804.0;2.654;5906310967.0;1.16;142.0;0.074;1102552778.0;0.21719999999999998;2144995240.0;0.4225;1912.547477;1.038;1.842482492
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16659694.0;0.011200000000000002;1487206785.0;793.483;12.0;0.006;8002.0;0.004;5080101549.0;2.71;5916411665.0;1.16;144.0;0.077;1137673806.0;0.22390000000000002;2199721675.0;0.433;1874.27632;1.04;1.802224617
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18233765.0;0.012199999999999999;1493736162.0;812.521;7.0;0.004;8002.0;0.004;5076416505.0;2.761;5939449684.0;1.17;144.0;0.078;1113597174.0;0.2194;2156383862.0;0.42479999999999996;1838.396287;1.038;1.770502367
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;19023150.0;0.0127;1492015172.0;851.153;14.0;0.008;8005.0;0.005;5068428377.0;2.891;5933399654.0;1.17;145.0;0.083;1112649107.0;0.2195;2141953563.0;0.4226;1752.934903;1.04;1.685683988
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18764524.0;0.0126;1491730971.0;811.8;9.0;0.005;8004.0;0.004;5051637757.0;2.749;5936015632.0;1.18;148.0;0.081;1093888651.0;0.2165;2119854114.0;0.41960000000000003;1837.559734;1.035;1.775136972
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18939598.0;0.0127;1486055763.0;794.79;12.0;0.006;8004.0;0.004;5066577131.0;2.71;5904348900.0;1.17;149.0;0.08;1123190697.0;0.2217;2155848702.0;0.4255;1869.746723;1.038;1.800524667
