 "command";"executable";"width";"end time" ;"branch-misses";"branch-misses (of all branches          (85.44%))";"branches";"branches (M/sec                    (86.37%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.47%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.95%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (84.95%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;244346551.0;0.0108;22572430124.0;966.415;36.0;0.002;8004.0;0.343;70925533531.0;3.037;82231814182.0;1.16;173.0;0.007;14810924239.0;0.20879999999999999;30455863348.0;0.4294;23356.866332;1.006;23.215481035
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;262497882.0;0.0116;22569361684.0;966.783;33.0;0.001;8002.0;0.343;70800027681.0;3.033;82209560968.0;1.16;173.0;0.007;14667348980.0;0.2072;30024166944.0;0.4241;23344.815976;1.006;23.20723156
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;263720899.0;0.011699999999999999;22576643480.0;964.917;34.0;0.001;8002.0;0.342;71110981760.0;3.039;82240380291.0;1.16;173.0;0.007;14977404985.0;0.21059999999999998;30306049280.0;0.42619999999999997;23397.502816;1.006;23.254930339
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;255079593.0;0.0113;22573479543.0;965.389;32.0;0.001;8002.0;0.342;71080084467.0;3.04;82240471699.0;1.16;170.0;0.007;14779567003.0;0.2079;30295602209.0;0.42619999999999997;23382.787104;1.006;23.241531813
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;235809184.0;0.0104;22568719515.0;960.944;32.0;0.001;8002.0;0.341;71348616201.0;3.038;82212458936.0;1.15;170.0;0.007;15166203518.0;0.2126;31106851164.0;0.436;23485.995044;1.006;23.349139529
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;234309354.0;0.0104;22571514166.0;970.479;34.0;0.001;8002.0;0.344;70697025031.0;3.04;82230415137.0;1.16;174.0;0.007;14710711182.0;0.20809999999999998;30273570655.0;0.4282;23258.111827;1.006;23.11812646
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;233555662.0;0.0103;22574128026.0;961.431;32.0;0.001;8002.0;0.341;70819512726.0;3.016;82229836850.0;1.16;175.0;0.007;14798543630.0;0.209;30484035389.0;0.4304;23479.723224;1.006;23.33558726
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;238250114.0;0.0106;22568541200.0;968.722;34.0;0.001;8003.0;0.344;70828474694.0;3.04;82211839708.0;1.16;173.0;0.007;14790400998.0;0.20879999999999999;30464367569.0;0.4301;23297.231287;1.006;23.160660217
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;237378709.0;0.0105;22572494332.0;970.969;34.0;0.001;8002.0;0.344;70666376292.0;3.04;82225940314.0;1.16;173.0;0.007;14675221597.0;0.2077;30289616791.0;0.4286;23247.391029;1.006;23.107780954
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;250611171.0;0.0111;22576984603.0;973.103;34.0;0.001;8002.0;0.345;70509613003.0;3.039;82243532746.0;1.17;172.0;0.007;14590676103.0;0.2069;30033713081.0;0.426;23201.026073;1.006;23.060469945
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;242798703.0;0.0108;22569711711.0;965.879;36.0;0.002;8004.0;0.343;70609023916.0;3.022;82214822956.0;1.16;174.0;0.007;14579635981.0;0.2065;30066743900.0;0.42579999999999996;23367.024944;1.006;23.226794992
"./build/Benchmark/dxexmachina_interconnect classic  -w 16 -t 4000000";"dxexmachina_interconnect";16;4000000;250719199.0;0.0111;22576203653.0;957.015;35.0;0.001;8002.0;0.339;71826709469.0;3.045;82240184016.0;1.14;169.0;0.007;15296704478.0;0.213;31012580302.0;0.4318;23590.221858;1.006;23.450499768
